panel,session,seed_candidates_in_session,selected_for_trial,reason
P2-LBS&LA반,P2|A2_B1_2022-06-03_IR1_,3,0,이 반은 단위 검증 4종 담당이 아니라 1차 시험셋 대상이 아니다
P2-LBS&LA반,P2|A2_B1_2022-07-11_IR2_,1,0,이 반은 단위 검증 4종 담당이 아니라 1차 시험셋 대상이 아니다
P2-LBS&LA반,P2|A2_B1_2022-07-11_IR2_1,4,0,이 반은 단위 검증 4종 담당이 아니라 1차 시험셋 대상이 아니다
P2-LBS&LA반,P2|A2_B1_2022-07-11_IR2_2,3,0,이 반은 단위 검증 4종 담당이 아니라 1차 시험셋 대상이 아니다
P2-LBS&LA반,P2|A2_B1_2022-07-11_IR3_,9,0,이 반은 단위 검증 4종 담당이 아니라 1차 시험셋 대상이 아니다
P3-MOF반,P3|A2_B1_2022-06-03_IR1_,1,1,선정 — 세션당 1장
P3-MOF반,P3|A2_B1_2022-07-11_IR2_,1,1,선정 — 세션당 1장
P3-MOF반,P3|A2_B1_2022-07-11_IR2_1,1,0,미선정 — P3-MOF반 할당 3장을 앞선 세션들이 채웠다. 탈락이 아니라 시드 400장에 남아 있다
P3-MOF반,P3|A2_B1_2022-07-11_IR2_2,2,0,미선정 — P3-MOF반 할당 3장을 앞선 세션들이 채웠다. 탈락이 아니라 시드 400장에 남아 있다
P3-MOF반,P3|A2_B1_2022-07-11_IR3_,5,0,미선정 — P3-MOF반 할당 3장을 앞선 세션들이 채웠다. 탈락이 아니라 시드 400장에 남아 있다
P3-MOF반,P3|A3_B1_2022-07-01_IR2_,1,1,선정 — 세션당 1장
P3-MOF반,P3|A3_B1_2022-07-01_IR3_,4,0,미선정 — P3-MOF반 할당 3장을 앞선 세션들이 채웠다. 탈락이 아니라 시드 400장에 남아 있다
P4-MOF&PT반,P4|A1_B1_2022-05-12_IR1_,4,1,선정 — 세션당 1장
P4-MOF&PT반,P4|A1_B1_2022-06-03_IR1_,1,1,선정 — 세션당 1장
P4-MOF&PT반,P4|A1_B1_2022-06-17_IR1_,1,1,선정 — 세션당 1장
P4-MOF&PT반,P4|A1_B1_2022-07-19_IR2_,6,0,미선정 — P4-MOF&PT반 할당 3장을 앞선 세션들이 채웠다. 탈락이 아니라 시드 400장에 남아 있다
P4-MOF&PT반,P4|A1_B1_2022-07-19_IR3_,10,0,미선정 — P4-MOF&PT반 할당 3장을 앞선 세션들이 채웠다. 탈락이 아니라 시드 400장에 남아 있다
P4-MOF&PT반,P4|A1_B1_2022-07-25_IR2_,6,0,미선정 — P4-MOF&PT반 할당 3장을 앞선 세션들이 채웠다. 탈락이 아니라 시드 400장에 남아 있다
P4-MOF&PT반,P4|A1_B1_2022-07-27_IR2_,2,0,미선정 — P4-MOF&PT반 할당 3장을 앞선 세션들이 채웠다. 탈락이 아니라 시드 400장에 남아 있다
P5-PF&PT반,P5|A1_B2_2022-05-12_IR1_,3,0,이 반은 단위 검증 4종 담당이 아니라 1차 시험셋 대상이 아니다
P5-PF&PT반,P5|A1_B2_2022-07-19_IR2_,15,0,이 반은 단위 검증 4종 담당이 아니라 1차 시험셋 대상이 아니다
P5-PF&PT반,P5|A1_B2_2022-07-19_IR3_,21,0,이 반은 단위 검증 4종 담당이 아니라 1차 시험셋 대상이 아니다
P5-PF&PT반,P5|A2_B1_2022-06-03_IR1_,1,0,이 반은 단위 검증 4종 담당이 아니라 1차 시험셋 대상이 아니다
P5-PF&PT반,P5|A2_B1_2022-07-11_IR2_,1,0,이 반은 단위 검증 4종 담당이 아니라 1차 시험셋 대상이 아니다
P5-PF&PT반,P5|A2_B1_2022-07-11_IR2_1,2,0,이 반은 단위 검증 4종 담당이 아니라 1차 시험셋 대상이 아니다
P5-PF&PT반,P5|A2_B1_2022-07-11_IR2_2,2,0,이 반은 단위 검증 4종 담당이 아니라 1차 시험셋 대상이 아니다
P5-PF&PT반,P5|A2_B1_2022-07-11_IR3_,9,0,이 반은 단위 검증 4종 담당이 아니라 1차 시험셋 대상이 아니다
P5-PF&PT반,P5|A3_B1_2022-07-01_IR2_,1,0,이 반은 단위 검증 4종 담당이 아니라 1차 시험셋 대상이 아니다
P5-PF&PT반,P5|A3_B1_2022-07-01_IR3_,6,0,이 반은 단위 검증 4종 담당이 아니라 1차 시험셋 대상이 아니다
P6-VCB반,P6|A1_B1_2022-05-12_IR1_,1,1,선정 — 세션당 1장
P6-VCB반,P6|A1_B1_2022-06-17_IR1_,1,1,선정 — 세션당 1장
P6-VCB반,P6|A1_B1_2022-07-19_IR3_,6,0,미선정 — P6-VCB반 할당 4장을 앞선 세션들이 채웠다. 탈락이 아니라 시드 400장에 남아 있다
P6-VCB반,P6|A1_B1_2022-07-25_IR2_,5,0,미선정 — P6-VCB반 할당 4장을 앞선 세션들이 채웠다. 탈락이 아니라 시드 400장에 남아 있다
P6-VCB반,P6|A1_B1_2022-07-27_IR2_1,2,0,미선정 — P6-VCB반 할당 4장을 앞선 세션들이 채웠다. 탈락이 아니라 시드 400장에 남아 있다
P6-VCB반,P6|A1_B1_2022-07-27_IR2_2,3,0,미선정 — P6-VCB반 할당 4장을 앞선 세션들이 채웠다. 탈락이 아니라 시드 400장에 남아 있다
P6-VCB반,P6|A1_B2_2022-05-12_IR1_,1,1,선정 — 세션당 1장
P6-VCB반,P6|A1_B2_2022-07-19_IR2_,4,0,미선정 — P6-VCB반 할당 4장을 앞선 세션들이 채웠다. 탈락이 아니라 시드 400장에 남아 있다
P6-VCB반,P6|A1_B2_2022-07-19_IR3_,4,0,미선정 — P6-VCB반 할당 4장을 앞선 세션들이 채웠다. 탈락이 아니라 시드 400장에 남아 있다
P6-VCB반,P6|A1_B3_2022-05-24_IR1_,1,1,선정 — 세션당 1장
P6-VCB반,P6|A1_B3_2022-07-19_IR2_,5,0,미선정 — P6-VCB반 할당 4장을 앞선 세션들이 채웠다. 탈락이 아니라 시드 400장에 남아 있다
P6-VCB반,P6|A1_B3_2022-07-19_IR3_,3,0,미선정 — P6-VCB반 할당 4장을 앞선 세션들이 채웠다. 탈락이 아니라 시드 400장에 남아 있다
P6-VCB반,P6|A2_B1_2022-06-03_IR1_,1,0,미선정 — P6-VCB반 할당 4장을 앞선 세션들이 채웠다. 탈락이 아니라 시드 400장에 남아 있다
P6-VCB반,P6|A2_B1_2022-07-11_IR2_4,1,0,미선정 — P6-VCB반 할당 4장을 앞선 세션들이 채웠다. 탈락이 아니라 시드 400장에 남아 있다
P6-VCB반,P6|A2_B1_2022-07-11_IR3_,5,0,미선정 — P6-VCB반 할당 4장을 앞선 세션들이 채웠다. 탈락이 아니라 시드 400장에 남아 있다
P6-VCB반,P6|A3_B1_2022-07-01_IR3_,5,0,미선정 — P6-VCB반 할당 4장을 앞선 세션들이 채웠다. 탈락이 아니라 시드 400장에 남아 있다
P6-VCB반,P6|A3_B3_2022-06-17_IR1_,1,0,미선정 — P6-VCB반 할당 4장을 앞선 세션들이 채웠다. 탈락이 아니라 시드 400장에 남아 있다
P6-VCB반,P6|A3_B3_2022-07-15_IR2_,4,0,미선정 — P6-VCB반 할당 4장을 앞선 세션들이 채웠다. 탈락이 아니라 시드 400장에 남아 있다
P6-VCB반,P6|A3_B3_2022-07-15_IR3_,3,0,미선정 — P6-VCB반 할당 4장을 앞선 세션들이 채웠다. 탈락이 아니라 시드 400장에 남아 있다
P6-VCB반,P6|A3_B4_2022-07-15_IR2_,2,0,미선정 — P6-VCB반 할당 4장을 앞선 세션들이 채웠다. 탈락이 아니라 시드 400장에 남아 있다
P6-VCB반,P6|A3_B4_2022-07-15_IR3_,1,0,미선정 — P6-VCB반 할당 4장을 앞선 세션들이 채웠다. 탈락이 아니라 시드 400장에 남아 있다
P6-VCB반,P6|A3_B5_2022-07-01_IR2_,1,0,미선정 — P6-VCB반 할당 4장을 앞선 세션들이 채웠다. 탈락이 아니라 시드 400장에 남아 있다
P6-VCB반,P6|A3_B5_2022-07-01_IR3_,1,0,미선정 — P6-VCB반 할당 4장을 앞선 세션들이 채웠다. 탈락이 아니라 시드 400장에 남아 있다
P7-VCB&CT반,P7|A1_B1_2022-05-12_IR1_,4,0,이 반은 단위 검증 4종 담당이 아니라 1차 시험셋 대상이 아니다
P7-VCB&CT반,P7|A1_B1_2022-06-17_IR1_,3,0,이 반은 단위 검증 4종 담당이 아니라 1차 시험셋 대상이 아니다
P7-VCB&CT반,P7|A1_B1_2022-07-19_IR3_,12,0,이 반은 단위 검증 4종 담당이 아니라 1차 시험셋 대상이 아니다
P7-VCB&CT반,P7|A1_B1_2022-07-25_IR2_,10,0,이 반은 단위 검증 4종 담당이 아니라 1차 시험셋 대상이 아니다
P7-VCB&CT반,P7|A1_B1_2022-07-27_IR2_,7,0,이 반은 단위 검증 4종 담당이 아니라 1차 시험셋 대상이 아니다
P7-VCB&CT반,P7|A3_B1_2022-07-01_IR2_,4,0,이 반은 단위 검증 4종 담당이 아니라 1차 시험셋 대상이 아니다
P7-VCB&CT반,P7|A3_B1_2022-07-01_IR3_,21,0,이 반은 단위 검증 4종 담당이 아니라 1차 시험셋 대상이 아니다
P8-ACB반,P8|A1_B2_2022-05-12_IR1_,1,0,이 반은 단위 검증 4종 담당이 아니라 1차 시험셋 대상이 아니다
P8-ACB반,P8|A1_B2_2022-07-19_IR2_,1,0,이 반은 단위 검증 4종 담당이 아니라 1차 시험셋 대상이 아니다
P8-ACB반,P8|A1_B2_2022-07-19_IR3_,1,0,이 반은 단위 검증 4종 담당이 아니라 1차 시험셋 대상이 아니다
P8-ACB반,P8|A1_B3_2022-05-24_IR1_,1,0,이 반은 단위 검증 4종 담당이 아니라 1차 시험셋 대상이 아니다
P8-ACB반,P8|A1_B3_2022-07-19_IR3_,2,0,이 반은 단위 검증 4종 담당이 아니라 1차 시험셋 대상이 아니다
P8-ACB반,P8|A2_B1_2022-06-03_IR1_,1,0,이 반은 단위 검증 4종 담당이 아니라 1차 시험셋 대상이 아니다
P8-ACB반,P8|A2_B1_2022-07-11_IR2_1,1,0,이 반은 단위 검증 4종 담당이 아니라 1차 시험셋 대상이 아니다
P8-ACB반,P8|A2_B1_2022-07-11_IR2_2,1,0,이 반은 단위 검증 4종 담당이 아니라 1차 시험셋 대상이 아니다
P8-ACB반,P8|A2_B1_2022-07-11_IR2_3,1,0,이 반은 단위 검증 4종 담당이 아니라 1차 시험셋 대상이 아니다
P8-ACB반,P8|A2_B1_2022-07-11_IR2_4,1,0,이 반은 단위 검증 4종 담당이 아니라 1차 시험셋 대상이 아니다
P8-ACB반,P8|A2_B1_2022-07-11_IR3_,9,0,이 반은 단위 검증 4종 담당이 아니라 1차 시험셋 대상이 아니다
P8-ACB반,P8|A3_B2_2022-06-17_IR1_,1,0,이 반은 단위 검증 4종 담당이 아니라 1차 시험셋 대상이 아니다
P8-ACB반,P8|A3_B2_2022-07-15_IR3_,4,0,이 반은 단위 검증 4종 담당이 아니라 1차 시험셋 대상이 아니다
P8-ACB반,P8|A3_B3_2022-07-15_IR2_,1,0,이 반은 단위 검증 4종 담당이 아니라 1차 시험셋 대상이 아니다
P8-ACB반,P8|A3_B3_2022-07-15_IR3_,1,0,이 반은 단위 검증 4종 담당이 아니라 1차 시험셋 대상이 아니다
P8-ACB반,P8|A3_B4_2022-07-15_IR3_,1,0,이 반은 단위 검증 4종 담당이 아니라 1차 시험셋 대상이 아니다
P8-ACB반,P8|A3_B5_2022-07-01_IR3_,2,0,이 반은 단위 검증 4종 담당이 아니라 1차 시험셋 대상이 아니다
P9-MCCB반,P9|A1_B1_2022-07-19_IR2_,1,1,선정 — 세션당 1장
P9-MCCB반,P9|A1_B2_2022-07-19_IR2_,2,1,선정 — 세션당 1장
P9-MCCB반,P9|A1_B2_2022-07-19_IR3_,1,1,선정 — 세션당 1장
P9-MCCB반,P9|A1_B3_2022-07-19_IR2_,1,1,선정 — 세션당 1장
P9-MCCB반,P9|A1_B3_2022-07-19_IR3_,1,0,미선정 — P9-MCCB반 할당 4장을 앞선 세션들이 채웠다. 탈락이 아니라 시드 400장에 남아 있다
P9-MCCB반,P9|A2_B1_2022-07-11_IR2_6,1,0,미선정 — P9-MCCB반 할당 4장을 앞선 세션들이 채웠다. 탈락이 아니라 시드 400장에 남아 있다
P9-MCCB반,P9|A2_B1_2022-07-11_IR3_,4,0,미선정 — P9-MCCB반 할당 4장을 앞선 세션들이 채웠다. 탈락이 아니라 시드 400장에 남아 있다
P9-MCCB반,P9|A3_B1_2022-07-01_IR3_,2,0,미선정 — P9-MCCB반 할당 4장을 앞선 세션들이 채웠다. 탈락이 아니라 시드 400장에 남아 있다
P9-MCCB반,P9|A3_B2_2022-07-15_IR2_,2,0,미선정 — P9-MCCB반 할당 4장을 앞선 세션들이 채웠다. 탈락이 아니라 시드 400장에 남아 있다
P9-MCCB반,P9|A3_B2_2022-07-15_IR3_,2,0,미선정 — P9-MCCB반 할당 4장을 앞선 세션들이 채웠다. 탈락이 아니라 시드 400장에 남아 있다
P9-MCCB반,P9|A3_B3_2022-07-15_IR2_,1,0,미선정 — P9-MCCB반 할당 4장을 앞선 세션들이 채웠다. 탈락이 아니라 시드 400장에 남아 있다
P9-MCCB반,P9|A3_B4_2022-07-15_IR2_,1,0,미선정 — P9-MCCB반 할당 4장을 앞선 세션들이 채웠다. 탈락이 아니라 시드 400장에 남아 있다
P9-MCCB반,P9|A3_B4_2022-07-15_IR3_,1,0,미선정 — P9-MCCB반 할당 4장을 앞선 세션들이 채웠다. 탈락이 아니라 시드 400장에 남아 있다
P9-MCCB반,P9|A3_B5_2022-07-01_IR3_,1,0,미선정 — P9-MCCB반 할당 4장을 앞선 세션들이 채웠다. 탈락이 아니라 시드 400장에 남아 있다
