image,session,building,bodies,contacts,contacts_per_body,left_of_body,right_of_body,lr_balance,fully_inside_body,unmatched
A1_B2_P9_2022-05-12_IR1_00002,P9|A1_B2_2022-05-12_IR1_,B2,10,19,1.9,10,9,0.9,19,0
A1_B2_P9_2022-05-12_IR1_00003,P9|A1_B2_2022-05-12_IR1_,B2,10,21,2.1,10,11,0.91,16,0
A1_B2_P9_2022-05-12_IR1_00004,P9|A1_B2_2022-05-12_IR1_,B2,1,2,2.0,1,1,1.0,2,0
A1_B2_P9_2022-05-12_IR1_00005,P9|A1_B2_2022-05-12_IR1_,B2,2,2,1.0,1,1,1.0,0,0
A1_B2_P9_2022-05-12_IR1_00006,P9|A1_B2_2022-05-12_IR1_,B2,3,6,2.0,3,3,1.0,2,0
A1_B2_P9_2022-05-12_IR1_00007,P9|A1_B2_2022-05-12_IR1_,B2,3,6,2.0,3,3,1.0,1,0
A1_B2_P9_2022-05-12_IR1_00008,P9|A1_B2_2022-05-12_IR1_,B2,3,6,2.0,3,3,1.0,4,0
A1_B2_P9_2022-05-12_IR1_00009,P9|A1_B2_2022-05-12_IR1_,B2,3,6,2.0,3,3,1.0,5,0
A1_B2_P9_2022-05-12_IR1_00010,P9|A1_B2_2022-05-12_IR1_,B2,2,6,3.0,3,3,1.0,4,0
A1_B2_P9_2022-05-12_IR1_00011,P9|A1_B2_2022-05-12_IR1_,B2,2,6,3.0,3,3,1.0,6,0
A1_B2_P9_2022-05-12_IR1_00012,P9|A1_B2_2022-05-12_IR1_,B2,2,6,3.0,3,3,1.0,6,0
A1_B3_P9_2022-05-24_IR1_00005,P9|A1_B3_2022-05-24_IR1_,B3,4,6,1.5,4,2,0.5,6,0
A1_B3_P9_2022-05-24_IR1_00006,P9|A1_B3_2022-05-24_IR1_,B3,2,4,2.0,2,2,1.0,4,0
A1_B3_P9_2022-05-24_IR1_00007,P9|A1_B3_2022-05-24_IR1_,B3,4,6,1.5,4,2,0.5,5,0
A1_B3_P9_2022-05-24_IR1_00008,P9|A1_B3_2022-05-24_IR1_,B3,4,6,1.5,4,2,0.5,5,0
A1_B3_P9_2022-05-24_IR1_00009,P9|A1_B3_2022-05-24_IR1_,B3,4,6,1.5,4,2,0.5,5,0
A1_B3_P9_2022-05-24_IR1_00010,P9|A1_B3_2022-05-24_IR1_,B3,4,6,1.5,4,2,0.5,5,0
A1_B3_P9_2022-05-24_IR1_00011,P9|A1_B3_2022-05-24_IR1_,B3,5,8,1.6,4,4,1.0,8,0
A1_B3_P9_2022-05-24_IR1_00012,P9|A1_B3_2022-05-24_IR1_,B3,5,9,1.8,5,4,0.8,7,0
A1_B3_P9_2022-05-24_IR1_00013,P9|A1_B3_2022-05-24_IR1_,B3,4,7,1.75,4,3,0.75,5,0
A1_B3_P9_2022-05-24_IR1_00014,P9|A1_B3_2022-05-24_IR1_,B3,4,7,1.75,3,4,0.75,7,0
A1_B3_P9_2022-05-24_IR1_00015,P9|A1_B3_2022-05-24_IR1_,B3,4,8,2.0,4,4,1.0,6,0
A1_B3_P9_2022-05-24_IR1_00016,P9|A1_B3_2022-05-24_IR1_,B3,3,7,2.33,3,4,0.75,6,0
A1_B3_P9_2022-05-24_IR1_00017,P9|A1_B3_2022-05-24_IR1_,B3,5,10,2.0,5,5,1.0,10,0
A1_B3_P9_2022-05-24_IR1_00018,P9|A1_B3_2022-05-24_IR1_,B3,4,8,2.0,4,4,1.0,7,0
A1_B3_P9_2022-05-24_IR1_00019,P9|A1_B3_2022-05-24_IR1_,B3,4,8,2.0,4,4,1.0,8,0
A1_B3_P9_2022-05-24_IR1_00020,P9|A1_B3_2022-05-24_IR1_,B3,4,8,2.0,4,4,1.0,6,0
A1_B3_P9_2022-05-24_IR1_00021,P9|A1_B3_2022-05-24_IR1_,B3,4,6,1.5,2,4,0.5,6,0
A1_B3_P9_2022-05-24_IR1_00022,P9|A1_B3_2022-05-24_IR1_,B3,4,6,1.5,2,4,0.5,2,0
A1_B3_P9_2022-05-24_IR1_00023,P9|A1_B3_2022-05-24_IR1_,B3,3,9,3.0,6,3,0.5,6,0
A1_B3_P9_2022-05-24_IR1_00024,P9|A1_B3_2022-05-24_IR1_,B3,5,8,1.6,3,5,0.6,8,0
A1_B3_P9_2022-05-24_IR1_00025,P9|A1_B3_2022-05-24_IR1_,B3,5,8,1.6,3,5,0.6,4,0
A1_B3_P9_2022-05-24_IR1_00028,P9|A1_B3_2022-05-24_IR1_,B3,6,10,1.67,4,6,0.67,10,0
A1_B3_P9_2022-05-24_IR1_00029,P9|A1_B3_2022-05-24_IR1_,B3,6,11,1.83,5,6,0.83,8,0
A1_B3_P9_2022-05-24_IR1_00030,P9|A1_B3_2022-05-24_IR1_,B3,6,9,1.5,3,6,0.5,8,0
A1_B3_P9_2022-05-24_IR1_00033,P9|A1_B3_2022-05-24_IR1_,B3,3,5,1.67,2,3,0.67,5,0
A1_B3_P9_2022-05-24_IR1_00034,P9|A1_B3_2022-05-24_IR1_,B3,3,5,1.67,2,3,0.67,5,0
A1_B3_P9_2022-05-24_IR1_00035,P9|A1_B3_2022-05-24_IR1_,B3,3,3,1.0,1,2,0.5,3,0
A1_B3_P9_2022-05-24_IR1_00036,P9|A1_B3_2022-05-24_IR1_,B3,9,18,2.0,9,9,1.0,15,0
A1_B3_P9_2022-05-24_IR1_00037,P9|A1_B3_2022-05-24_IR1_,B3,2,4,2.0,2,2,1.0,4,0
A1_B3_P9_2022-05-24_IR1_00038,P9|A1_B3_2022-05-24_IR1_,B3,4,8,2.0,4,4,1.0,8,0
A1_B3_P9_2022-05-24_IR1_00039,P9|A1_B3_2022-05-24_IR1_,B3,4,8,2.0,4,4,1.0,8,0
A1_B3_P9_2022-05-24_IR1_00040,P9|A1_B3_2022-05-24_IR1_,B3,3,3,1.0,0,3,0.0,3,0
A1_B3_P9_2022-05-24_IR1_00041,P9|A1_B3_2022-05-24_IR1_,B3,1,1,1.0,1,0,0.0,1,0
A1_B3_P9_2022-05-24_IR1_00042,P9|A1_B3_2022-05-24_IR1_,B3,1,2,2.0,1,1,1.0,2,0
A1_B3_P9_2022-05-24_IR1_00043,P9|A1_B3_2022-05-24_IR1_,B3,2,2,1.0,1,1,1.0,2,0
A1_B3_P9_2022-05-24_IR1_00044,P9|A1_B3_2022-05-24_IR1_,B3,1,2,2.0,1,1,1.0,2,0
A1_B3_P9_2022-05-24_IR1_00045,P9|A1_B3_2022-05-24_IR1_,B3,1,3,3.0,1,2,0.5,2,0
A1_B3_P9_2022-05-24_IR1_00046,P9|A1_B3_2022-05-24_IR1_,B3,2,4,2.0,2,2,1.0,3,0
A1_B3_P9_2022-05-24_IR1_00047,P9|A1_B3_2022-05-24_IR1_,B3,2,4,2.0,2,2,1.0,3,0
A1_B3_P9_2022-05-24_IR1_00048,P9|A1_B3_2022-05-24_IR1_,B3,2,4,2.0,2,2,1.0,3,0
A1_B3_P9_2022-05-24_IR1_00049,P9|A1_B3_2022-05-24_IR1_,B3,1,2,2.0,1,1,1.0,2,0
A1_B3_P9_2022-05-24_IR1_00050,P9|A1_B3_2022-05-24_IR1_,B3,2,4,2.0,2,2,1.0,4,0
A1_B3_P9_2022-05-24_IR1_00051,P9|A1_B3_2022-05-24_IR1_,B3,2,2,1.0,1,1,1.0,2,0
A1_B3_P9_2022-05-24_IR1_00052,P9|A1_B3_2022-05-24_IR1_,B3,1,2,2.0,1,1,1.0,2,0
A1_B3_P9_2022-05-24_IR1_00054,P9|A1_B3_2022-05-24_IR1_,B3,1,2,2.0,1,1,1.0,2,0
A1_B3_P9_2022-05-24_IR1_00055,P9|A1_B3_2022-05-24_IR1_,B3,2,3,1.5,1,2,0.5,2,0
A1_B3_P9_2022-05-24_IR1_00056,P9|A1_B3_2022-05-24_IR1_,B3,2,4,2.0,2,2,1.0,4,0
A1_B3_P9_2022-05-24_IR1_00057,P9|A1_B3_2022-05-24_IR1_,B3,1,4,4.0,2,2,1.0,2,0
A1_B3_P9_2022-05-24_IR1_00058,P9|A1_B3_2022-05-24_IR1_,B3,3,5,1.67,2,3,0.67,5,0
A1_B3_P9_2022-05-24_IR1_00059,P9|A1_B3_2022-05-24_IR1_,B3,3,4,1.33,2,2,1.0,4,0
A1_B3_P9_2022-05-24_IR1_00061,P9|A1_B3_2022-05-24_IR1_,B3,3,5,1.67,2,3,0.67,3,0
A1_B3_P9_2022-05-24_IR1_00063,P9|A1_B3_2022-05-24_IR1_,B3,1,1,1.0,0,1,0.0,1,0
A2_B1_P9_2022-06-03_IR1_00001,P9|A2_B1_2022-06-03_IR1_,B1,4,8,2.0,4,4,1.0,7,0
A2_B1_P9_2022-06-03_IR1_00002,P9|A2_B1_2022-06-03_IR1_,B1,4,8,2.0,5,3,0.6,7,0
A2_B1_P9_2022-06-03_IR1_00003,P9|A2_B1_2022-06-03_IR1_,B1,2,4,2.0,2,2,1.0,4,0
A2_B1_P9_2022-06-03_IR1_00004,P9|A2_B1_2022-06-03_IR1_,B1,2,4,2.0,2,2,1.0,3,0
A2_B1_P9_2022-06-03_IR1_00005,P9|A2_B1_2022-06-03_IR1_,B1,3,6,2.0,3,3,1.0,6,0
A2_B1_P9_2022-06-03_IR1_00006,P9|A2_B1_2022-06-03_IR1_,B1,3,6,2.0,3,3,1.0,5,0
A2_B1_P9_2022-06-03_IR1_00007,P9|A2_B1_2022-06-03_IR1_,B1,3,8,2.67,5,3,0.6,7,0
A2_B1_P9_2022-06-03_IR1_00008,P9|A2_B1_2022-06-03_IR1_,B1,4,10,2.5,5,5,1.0,8,0
A2_B1_P9_2022-06-03_IR1_00009,P9|A2_B1_2022-06-03_IR1_,B1,4,6,1.5,2,4,0.5,5,0
A2_B1_P9_2022-06-03_IR1_00010,P9|A2_B1_2022-06-03_IR1_,B1,4,6,1.5,2,4,0.5,6,0
A2_B1_P9_2022-06-03_IR1_00011,P9|A2_B1_2022-06-03_IR1_,B1,3,6,2.0,2,4,0.5,5,0
A2_B1_P9_2022-06-03_IR1_00012,P9|A2_B1_2022-06-03_IR1_,B1,2,6,3.0,4,2,0.5,4,0
A2_B1_P9_2022-06-03_IR1_00013,P9|A2_B1_2022-06-03_IR1_,B1,5,10,2.0,5,5,1.0,9,0
A2_B1_P9_2022-06-03_IR1_00014,P9|A2_B1_2022-06-03_IR1_,B1,4,10,2.5,5,5,1.0,9,0
A2_B1_P9_2022-06-03_IR1_00015,P9|A2_B1_2022-06-03_IR1_,B1,1,2,2.0,1,1,1.0,1,0
A2_B1_P9_2022-06-03_IR1_00016,P9|A2_B1_2022-06-03_IR1_,B1,1,2,2.0,1,1,1.0,2,0
A2_B1_P9_2022-06-03_IR1_00017,P9|A2_B1_2022-06-03_IR1_,B1,2,4,2.0,2,2,1.0,3,0
A2_B1_P9_2022-06-03_IR1_00018,P9|A2_B1_2022-06-03_IR1_,B1,3,5,1.67,3,2,0.67,5,0
A2_B1_P9_2022-06-03_IR1_00019,P9|A2_B1_2022-06-03_IR1_,B1,1,2,2.0,1,1,1.0,2,0
A2_B1_P9_2022-06-03_IR1_00020,P9|A2_B1_2022-06-03_IR1_,B1,3,5,1.67,2,3,0.67,4,0
A2_B1_P9_2022-06-03_IR1_00021,P9|A2_B1_2022-06-03_IR1_,B1,3,6,2.0,3,3,1.0,6,0
A2_B1_P9_2022-06-03_IR1_00022,P9|A2_B1_2022-06-03_IR1_,B1,2,6,3.0,2,4,0.5,4,0
A2_B1_P9_2022-06-03_IR1_00023,P9|A2_B1_2022-06-03_IR1_,B1,2,4,2.0,2,2,1.0,4,0
A2_B1_P9_2022-06-03_IR1_00024,P9|A2_B1_2022-06-03_IR1_,B1,2,5,2.5,2,3,0.67,4,0
A2_B1_P9_2022-06-03_IR1_00025,P9|A2_B1_2022-06-03_IR1_,B1,2,5,2.5,3,2,0.67,4,0
A2_B1_P9_2022-06-03_IR1_00026,P9|A2_B1_2022-06-03_IR1_,B1,4,6,1.5,2,4,0.5,6,0
A2_B1_P9_2022-06-03_IR1_00027,P9|A2_B1_2022-06-03_IR1_,B1,4,6,1.5,2,4,0.5,6,0
A2_B1_P9_2022-06-03_IR1_00028,P9|A2_B1_2022-06-03_IR1_,B1,3,7,2.33,3,4,0.75,5,0
A2_B1_P9_2022-06-03_IR1_00029,P9|A2_B1_2022-06-03_IR1_,B1,4,6,1.5,2,4,0.5,6,0
A2_B1_P9_2022-06-03_IR1_00030,P9|A2_B1_2022-06-03_IR1_,B1,4,6,1.5,2,4,0.5,6,0
A2_B1_P9_2022-06-03_IR1_00031,P9|A2_B1_2022-06-03_IR1_,B1,6,9,1.5,3,6,0.5,9,0
A2_B1_P9_2022-06-03_IR1_00032,P9|A2_B1_2022-06-03_IR1_,B1,7,11,1.57,4,7,0.57,11,0
A2_B1_P9_2022-06-03_IR1_00033,P9|A2_B1_2022-06-03_IR1_,B1,6,9,1.5,4,5,0.8,9,0
A2_B1_P9_2022-06-03_IR1_00034,P9|A2_B1_2022-06-03_IR1_,B1,7,14,2.0,7,7,1.0,14,0
A2_B1_P9_2022-06-03_IR1_00035,P9|A2_B1_2022-06-03_IR1_,B1,5,10,2.0,4,6,0.67,9,0
A2_B1_P9_2022-06-03_IR1_00036,P9|A2_B1_2022-06-03_IR1_,B1,5,9,1.8,3,6,0.5,8,0
A2_B1_P9_2022-06-03_IR1_00037,P9|A2_B1_2022-06-03_IR1_,B1,5,7,1.4,2,5,0.4,7,0
A2_B1_P9_2022-06-03_IR1_00038,P9|A2_B1_2022-06-03_IR1_,B1,7,13,1.86,7,6,0.86,12,0
A2_B1_P9_2022-06-03_IR1_00039,P9|A2_B1_2022-06-03_IR1_,B1,5,8,1.6,5,3,0.6,8,0
A2_B1_P9_2022-06-03_IR1_00040,P9|A2_B1_2022-06-03_IR1_,B1,3,6,2.0,4,2,0.5,5,0
A2_B1_P9_2022-06-03_IR1_00041,P9|A2_B1_2022-06-03_IR1_,B1,5,8,1.6,5,3,0.6,7,0
A2_B1_P9_2022-06-03_IR1_00042,P9|A2_B1_2022-06-03_IR1_,B1,7,11,1.57,7,4,0.57,11,0
A2_B1_P9_2022-06-03_IR1_00043,P9|A2_B1_2022-06-03_IR1_,B1,7,11,1.57,6,5,0.83,9,0
A2_B1_P9_2022-06-03_IR1_00044,P9|A2_B1_2022-06-03_IR1_,B1,5,7,1.4,3,4,0.75,7,0
A2_B1_P9_2022-06-03_IR1_00045,P9|A2_B1_2022-06-03_IR1_,B1,5,7,1.4,2,5,0.4,7,0
A2_B1_P9_2022-06-03_IR1_00046,P9|A2_B1_2022-06-03_IR1_,B1,7,14,2.0,6,8,0.75,12,0
A2_B1_P9_2022-06-03_IR1_00047,P9|A2_B1_2022-06-03_IR1_,B1,6,10,1.67,4,6,0.67,9,0
A2_B1_P9_2022-06-03_IR1_00048,P9|A2_B1_2022-06-03_IR1_,B1,6,8,1.33,2,6,0.33,8,0
A2_B1_P9_2022-06-03_IR1_00049,P9|A2_B1_2022-06-03_IR1_,B1,2,4,2.0,2,2,1.0,4,0
A2_B1_P9_2022-06-03_IR1_00050,P9|A2_B1_2022-06-03_IR1_,B1,2,4,2.0,2,2,1.0,4,0
A2_B1_P9_2022-06-03_IR1_00051,P9|A2_B1_2022-06-03_IR1_,B1,3,4,1.33,2,2,1.0,3,0
A2_B1_P9_2022-06-03_IR1_00052,P9|A2_B1_2022-06-03_IR1_,B1,2,4,2.0,2,2,1.0,4,0
A2_B1_P9_2022-06-03_IR1_00053,P9|A2_B1_2022-06-03_IR1_,B1,2,4,2.0,2,2,1.0,4,0
A2_B1_P9_2022-06-03_IR1_00054,P9|A2_B1_2022-06-03_IR1_,B1,3,7,2.33,3,4,0.75,6,0
A2_B1_P9_2022-06-03_IR1_00055,P9|A2_B1_2022-06-03_IR1_,B1,3,6,2.0,3,3,1.0,6,0
A2_B1_P9_2022-06-03_IR1_00056,P9|A2_B1_2022-06-03_IR1_,B1,4,8,2.0,4,4,1.0,8,0
A2_B1_P9_2022-06-03_IR1_00057,P9|A2_B1_2022-06-03_IR1_,B1,3,6,2.0,3,3,1.0,6,0
A2_B1_P9_2022-06-03_IR1_00058,P9|A2_B1_2022-06-03_IR1_,B1,3,6,2.0,3,3,1.0,6,0
A2_B1_P9_2022-06-03_IR1_00059,P9|A2_B1_2022-06-03_IR1_,B1,3,6,2.0,3,3,1.0,6,0
A2_B1_P9_2022-06-03_IR1_00060,P9|A2_B1_2022-06-03_IR1_,B1,4,8,2.0,4,4,1.0,8,0
A2_B1_P9_2022-06-03_IR1_00061,P9|A2_B1_2022-06-03_IR1_,B1,3,8,2.67,4,4,1.0,8,0
A2_B1_P9_2022-06-03_IR1_00062,P9|A2_B1_2022-06-03_IR1_,B1,4,7,1.75,3,4,0.75,7,0
A2_B1_P9_2022-06-03_IR1_00063,P9|A2_B1_2022-06-03_IR1_,B1,3,6,2.0,3,3,1.0,6,0
A2_B1_P9_2022-06-03_IR1_00064,P9|A2_B1_2022-06-03_IR1_,B1,4,8,2.0,4,4,1.0,8,0
A2_B1_P9_2022-06-03_IR1_00065,P9|A2_B1_2022-06-03_IR1_,B1,5,10,2.0,5,5,1.0,6,0
A2_B1_P9_2022-06-03_IR1_00066,P9|A2_B1_2022-06-03_IR1_,B1,4,6,1.5,4,2,0.5,6,0
A2_B1_P9_2022-06-03_IR1_00067,P9|A2_B1_2022-06-03_IR1_,B1,6,8,1.33,4,4,1.0,7,0
A2_B1_P9_2022-06-03_IR1_00068,P9|A2_B1_2022-06-03_IR1_,B1,6,8,1.33,3,5,0.6,8,0
A2_B1_P9_2022-06-03_IR1_00069,P9|A2_B1_2022-06-03_IR1_,B1,6,6,1.0,2,4,0.5,6,0
A2_B1_P9_2022-06-03_IR1_00070,P9|A2_B1_2022-06-03_IR1_,B1,5,7,1.4,3,4,0.75,7,0
A2_B1_P9_2022-06-03_IR1_00071,P9|A2_B1_2022-06-03_IR1_,B1,5,9,1.8,5,4,0.8,9,0
A2_B1_P9_2022-06-03_IR1_00072,P9|A2_B1_2022-06-03_IR1_,B1,6,10,1.67,5,5,1.0,10,0
A2_B1_P9_2022-06-03_IR1_00073,P9|A2_B1_2022-06-03_IR1_,B1,7,13,1.86,7,6,0.86,12,0
A2_B1_P9_2022-06-03_IR1_00074,P9|A2_B1_2022-06-03_IR1_,B1,6,9,1.5,3,6,0.5,9,0
A2_B1_P9_2022-06-03_IR1_00075,P9|A2_B1_2022-06-03_IR1_,B1,10,19,1.9,9,10,0.9,19,0
A2_B1_P9_2022-06-03_IR1_00076,P9|A2_B1_2022-06-03_IR1_,B1,8,15,1.88,8,7,0.88,15,0
A2_B1_P9_2022-06-03_IR1_00077,P9|A2_B1_2022-06-03_IR1_,B1,4,5,1.25,1,4,0.25,4,0
A2_B1_P9_2022-06-03_IR1_00078,P9|A2_B1_2022-06-03_IR1_,B1,3,5,1.67,3,2,0.67,5,0
A2_B1_P9_2022-06-03_IR1_00079,P9|A2_B1_2022-06-03_IR1_,B1,5,9,1.8,6,3,0.5,8,0
A2_B1_P9_2022-06-03_IR1_00080,P9|A2_B1_2022-06-03_IR1_,B1,4,7,1.75,4,3,0.75,7,0
A2_B1_P9_2022-06-03_IR1_00081,P9|A2_B1_2022-06-03_IR1_,B1,4,6,1.5,3,3,1.0,6,0
A2_B1_P9_2022-06-03_IR1_00082,P9|A2_B1_2022-06-03_IR1_,B1,4,7,1.75,4,3,0.75,7,0
A2_B1_P9_2022-06-03_IR1_00083,P9|A2_B1_2022-06-03_IR1_,B1,3,5,1.67,3,2,0.67,3,0
A2_B1_P9_2022-06-03_IR1_00084,P9|A2_B1_2022-06-03_IR1_,B1,2,4,2.0,2,2,1.0,4,0
A2_B1_P9_2022-06-03_IR1_00085,P9|A2_B1_2022-06-03_IR1_,B1,3,5,1.67,3,2,0.67,5,0
A2_B1_P9_2022-06-03_IR1_00086,P9|A2_B1_2022-06-03_IR1_,B1,3,5,1.67,3,2,0.67,4,0
A2_B1_P9_2022-06-03_IR1_00087,P9|A2_B1_2022-06-03_IR1_,B1,8,16,2.0,8,8,1.0,16,0
A2_B1_P9_2022-06-03_IR1_00088,P9|A2_B1_2022-06-03_IR1_,B1,4,6,1.5,4,2,0.5,6,0
A2_B1_P9_2022-06-03_IR1_00089,P9|A2_B1_2022-06-03_IR1_,B1,4,9,2.25,3,6,0.5,7,0
A2_B1_P9_2022-06-03_IR1_00090,P9|A2_B1_2022-06-03_IR1_,B1,7,12,1.71,8,4,0.5,10,0
A2_B1_P9_2022-06-03_IR1_00091,P9|A2_B1_2022-06-03_IR1_,B1,7,11,1.57,4,7,0.57,11,0
A2_B1_P9_2022-06-03_IR1_00092,P9|A2_B1_2022-06-03_IR1_,B1,7,11,1.57,4,7,0.57,11,0
A2_B1_P9_2022-06-03_IR1_00093,P9|A2_B1_2022-06-03_IR1_,B1,7,12,1.71,8,4,0.5,10,0
