image_id,stem,rel_path,panel,camera,session,cluster_id,original_class_id,v2_class_id,box_index,boxes_in_image,bbox_xyxy,bbox_area_ratio,aspect_w_over_h,top_at_frame,bottom_at_frame,nested_in_other,contains_other,has_box_directly_above,case_type_hint
P6/A1_B1_P6_2022-05-12_IR1_00018,A1_B1_P6_2022-05-12_IR1_00018,P6-VCB반/A1_B1_P6_2022-05-12_IR1_00018.jpg,P6-VCB반,IR1,P6|A1_B1_2022-05-12_IR1_,P6-C58880,15,13,1,3,"0.0000,0.2517,0.0564,0.9150",0.03742,0.085,0,0,0,0,0,C_매우김
P6/A1_B1_P6_2022-05-12_IR1_00018,A1_B1_P6_2022-05-12_IR1_00018,P6-VCB반/A1_B1_P6_2022-05-12_IR1_00018.jpg,P6-VCB반,IR1,P6|A1_B1_2022-05-12_IR1_,P6-C58880,15,13,2,3,"0.4091,0.3434,0.5302,0.9980",0.07925,0.185,0,1,0,0,0,A_전형
P6/A1_B1_P6_2022-05-12_IR1_00019,A1_B1_P6_2022-05-12_IR1_00019,P6-VCB반/A1_B1_P6_2022-05-12_IR1_00019.jpg,P6-VCB반,IR1,P6|A1_B1_2022-05-12_IR1_,P6-C58871,15,13,0,3,"0.3905,0.3229,0.4972,0.9996",0.07217,0.158,0,1,0,0,0,A_전형
P6/A1_B1_P6_2022-05-12_IR1_00019,A1_B1_P6_2022-05-12_IR1_00019,P6-VCB반/A1_B1_P6_2022-05-12_IR1_00019.jpg,P6-VCB반,IR1,P6|A1_B1_2022-05-12_IR1_,P6-C58871,15,13,1,3,"0.8028,0.3574,0.9247,0.8954",0.06559,0.227,0,0,0,0,0,A_전형
P6/A1_B1_P6_2022-05-12_IR1_00019,A1_B1_P6_2022-05-12_IR1_00019,P6-VCB반/A1_B1_P6_2022-05-12_IR1_00019.jpg,P6-VCB반,IR1,P6|A1_B1_2022-05-12_IR1_,P6-C58871,15,13,2,3,"0.0001,0.3319,0.0613,0.9123",0.03552,0.105,0,0,0,0,0,C_매우김
P6/A1_B1_P6_2022-05-12_IR1_00020,A1_B1_P6_2022-05-12_IR1_00020,P6-VCB반/A1_B1_P6_2022-05-12_IR1_00020.jpg,P6-VCB반,IR1,P6|A1_B1_2022-05-12_IR1_,P6-C58882,15,13,0,3,"0.0001,0.2717,0.1258,0.9100",0.08023,0.197,0,0,0,0,0,A_전형
P6/A1_B1_P6_2022-05-12_IR1_00020,A1_B1_P6_2022-05-12_IR1_00020,P6-VCB반/A1_B1_P6_2022-05-12_IR1_00020.jpg,P6-VCB반,IR1,P6|A1_B1_2022-05-12_IR1_,P6-C58882,15,13,1,3,"0.4230,0.2971,0.5360,1.0000",0.07945,0.161,0,1,0,0,0,A_전형
P6/A1_B1_P6_2022-05-12_IR1_00020,A1_B1_P6_2022-05-12_IR1_00020,P6-VCB반/A1_B1_P6_2022-05-12_IR1_00020.jpg,P6-VCB반,IR1,P6|A1_B1_2022-05-12_IR1_,P6-C58882,15,13,2,3,"0.8244,0.3462,0.9406,0.8933",0.06356,0.212,0,0,0,0,0,A_전형
P6/A1_B1_P6_2022-05-12_IR1_00021,A1_B1_P6_2022-05-12_IR1_00021,P6-VCB반/A1_B1_P6_2022-05-12_IR1_00021.jpg,P6-VCB반,IR1,P6|A1_B1_2022-05-12_IR1_,P6-C58883,15,13,0,2,"0.4016,0.3925,0.5156,1.0000",0.0693,0.188,0,1,0,0,0,A_전형
P6/A1_B1_P6_2022-05-12_IR1_00021,A1_B1_P6_2022-05-12_IR1_00021,P6-VCB반/A1_B1_P6_2022-05-12_IR1_00021.jpg,P6-VCB반,IR1,P6|A1_B1_2022-05-12_IR1_,P6-C58883,15,13,1,2,"0.0003,0.3950,0.1022,0.9163",0.05312,0.195,0,0,0,0,0,A_전형
P6/A1_B1_P6_2022-05-12_IR1_00022,A1_B1_P6_2022-05-12_IR1_00022,P6-VCB반/A1_B1_P6_2022-05-12_IR1_00022.jpg,P6-VCB반,IR1,P6|A1_B1_2022-05-12_IR1_,P6-C58884,15,13,0,2,"0.0178,0.3376,0.1434,0.9119",0.07211,0.219,0,0,0,0,0,A_전형
P6/A1_B1_P6_2022-05-12_IR1_00022,A1_B1_P6_2022-05-12_IR1_00022,P6-VCB반/A1_B1_P6_2022-05-12_IR1_00022.jpg,P6-VCB반,IR1,P6|A1_B1_2022-05-12_IR1_,P6-C58884,15,13,1,2,"0.4017,0.3599,0.5209,0.9996",0.07622,0.186,0,1,0,0,0,A_전형
P6/A1_B1_P6_2022-05-12_IR1_00023,A1_B1_P6_2022-05-12_IR1_00023,P6-VCB반/A1_B1_P6_2022-05-12_IR1_00023.jpg,P6-VCB반,IR1,P6|A1_B1_2022-05-12_IR1_,P6-C58885,15,13,0,2,"0.5145,0.4252,0.6375,1.0000",0.07072,0.214,0,1,0,0,0,A_전형
P6/A1_B1_P6_2022-05-12_IR1_00023,A1_B1_P6_2022-05-12_IR1_00023,P6-VCB반/A1_B1_P6_2022-05-12_IR1_00023.jpg,P6-VCB반,IR1,P6|A1_B1_2022-05-12_IR1_,P6-C58885,15,13,1,2,"0.1238,0.5291,0.2284,0.9138",0.04027,0.272,0,0,0,0,0,A_전형
P6/A1_B1_P6_2022-05-12_IR1_00024,A1_B1_P6_2022-05-12_IR1_00024,P6-VCB반/A1_B1_P6_2022-05-12_IR1_00024.jpg,P6-VCB반,IR1,P6|A1_B1_2022-05-12_IR1_,P6-C58886,15,13,0,2,"0.4853,0.3977,0.5973,0.9973",0.06714,0.187,0,1,0,0,0,A_전형
P6/A1_B1_P6_2022-05-12_IR1_00024,A1_B1_P6_2022-05-12_IR1_00024,P6-VCB반/A1_B1_P6_2022-05-12_IR1_00024.jpg,P6-VCB반,IR1,P6|A1_B1_2022-05-12_IR1_,P6-C58886,15,13,1,2,"0.0385,0.3867,0.1461,0.9169",0.05708,0.203,0,0,0,0,0,A_전형
P6/A1_B1_P6_2022-05-12_IR1_00028,A1_B1_P6_2022-05-12_IR1_00028,P6-VCB반/A1_B1_P6_2022-05-12_IR1_00028.jpg,P6-VCB반,IR1,P6|A1_B1_2022-05-12_IR1_,P6-C58890,15,13,0,1,"-0.0000,0.0000,0.0512,0.5008",0.02565,0.102,1,0,0,0,0,F_상단잘림
P6/A1_B1_P6_2022-05-12_IR1_00031,A1_B1_P6_2022-05-12_IR1_00031,P6-VCB반/A1_B1_P6_2022-05-12_IR1_00031.jpg,P6-VCB반,IR1,P6|A1_B1_2022-05-12_IR1_,P6-C58893,15,13,0,1,"0.8515,0.2934,0.9510,0.8541",0.05578,0.177,0,0,0,0,0,A_전형
P6/A1_B1_P6_2022-05-12_IR1_00035,A1_B1_P6_2022-05-12_IR1_00035,P6-VCB반/A1_B1_P6_2022-05-12_IR1_00035.jpg,P6-VCB반,IR1,P6|A1_B1_2022-05-12_IR1_,P6-C58897,15,13,0,2,"0.6643,0.3920,0.7785,1.0000",0.06949,0.188,0,1,0,0,0,A_전형
P6/A1_B1_P6_2022-05-12_IR1_00035,A1_B1_P6_2022-05-12_IR1_00035,P6-VCB반/A1_B1_P6_2022-05-12_IR1_00035.jpg,P6-VCB반,IR1,P6|A1_B1_2022-05-12_IR1_,P6-C58897,15,13,1,2,"0.0000,0.4293,0.1758,0.9117",0.08478,0.364,0,0,0,0,0,B_넓음
P6/A1_B1_P6_2022-05-12_IR1_00036,A1_B1_P6_2022-05-12_IR1_00036,P6-VCB반/A1_B1_P6_2022-05-12_IR1_00036.jpg,P6-VCB반,IR1,P6|A1_B1_2022-05-12_IR1_,P6-C58898,15,13,0,2,"0.1850,0.3283,0.2993,0.9998",0.07673,0.17,0,1,0,0,0,A_전형
P6/A1_B1_P6_2022-05-12_IR1_00036,A1_B1_P6_2022-05-12_IR1_00036,P6-VCB반/A1_B1_P6_2022-05-12_IR1_00036.jpg,P6-VCB반,IR1,P6|A1_B1_2022-05-12_IR1_,P6-C58898,15,13,1,2,"0.7974,0.3838,0.9425,0.8942",0.07404,0.284,0,0,0,0,0,A_전형
P6/A1_B1_P6_2022-05-12_IR1_00037,A1_B1_P6_2022-05-12_IR1_00037,P6-VCB반/A1_B1_P6_2022-05-12_IR1_00037.jpg,P6-VCB반,IR1,P6|A1_B1_2022-05-12_IR1_,P6-C58899,15,13,0,2,"0.0631,0.2553,0.3081,0.9142",0.16142,0.372,0,0,0,0,0,B_넓음
P6/A1_B1_P6_2022-05-12_IR1_00037,A1_B1_P6_2022-05-12_IR1_00037,P6-VCB반/A1_B1_P6_2022-05-12_IR1_00037.jpg,P6-VCB반,IR1,P6|A1_B1_2022-05-12_IR1_,P6-C58899,15,13,1,2,"0.7863,0.2325,0.9490,0.8914",0.10725,0.247,0,0,0,0,0,A_전형
P6/A1_B1_P6_2022-05-12_IR1_00038,A1_B1_P6_2022-05-12_IR1_00038,P6-VCB반/A1_B1_P6_2022-05-12_IR1_00038.jpg,P6-VCB반,IR1,P6|A1_B1_2022-05-12_IR1_,P6-C58900,15,13,0,1,"0.1811,0.2203,0.3977,1.0000",0.16895,0.278,0,1,0,0,0,A_전형
P6/A1_B1_P6_2022-05-12_IR1_00039,A1_B1_P6_2022-05-12_IR1_00039,P6-VCB반/A1_B1_P6_2022-05-12_IR1_00039.jpg,P6-VCB반,IR1,P6|A1_B1_2022-05-12_IR1_,P6-C58901,15,13,0,2,"0.0903,0.1064,0.3158,0.8643",0.17092,0.298,0,0,0,0,0,A_전형
P6/A1_B1_P6_2022-05-12_IR1_00039,A1_B1_P6_2022-05-12_IR1_00039,P6-VCB반/A1_B1_P6_2022-05-12_IR1_00039.jpg,P6-VCB반,IR1,P6|A1_B1_2022-05-12_IR1_,P6-C58901,15,13,1,2,"0.8506,0.1219,0.9572,0.8797",0.08081,0.141,0,0,0,0,0,A_전형
P6/A1_B1_P6_2022-05-12_IR1_00040,A1_B1_P6_2022-05-12_IR1_00040,P6-VCB반/A1_B1_P6_2022-05-12_IR1_00040.jpg,P6-VCB반,IR1,P6|A1_B1_2022-05-12_IR1_,P6-C58902,15,13,0,2,"0.7638,0.1174,0.9489,0.8753",0.14023,0.244,0,0,0,0,0,A_전형
P6/A1_B1_P6_2022-05-12_IR1_00040,A1_B1_P6_2022-05-12_IR1_00040,P6-VCB반/A1_B1_P6_2022-05-12_IR1_00040.jpg,P6-VCB반,IR1,P6|A1_B1_2022-05-12_IR1_,P6-C58902,15,13,1,2,"0.0243,0.1147,0.2094,0.8725",0.14023,0.244,0,0,0,0,0,A_전형
P6/A1_B1_P6_2022-05-12_IR1_00044,A1_B1_P6_2022-05-12_IR1_00044,P6-VCB반/A1_B1_P6_2022-05-12_IR1_00044.jpg,P6-VCB반,IR1,P6|A1_B1_2022-05-12_IR1_,P6-C58906,15,13,0,3,"0.1143,0.1038,0.2841,0.8335",0.12394,0.233,0,0,0,0,0,A_전형
P6/A1_B1_P6_2022-05-12_IR1_00044,A1_B1_P6_2022-05-12_IR1_00044,P6-VCB반/A1_B1_P6_2022-05-12_IR1_00044.jpg,P6-VCB반,IR1,P6|A1_B1_2022-05-12_IR1_,P6-C58906,15,13,1,3,"0.6477,0.0108,0.8680,0.9633",0.2098,0.231,0,0,0,0,0,A_전형
P6/A1_B1_P6_2022-05-12_IR1_00044,A1_B1_P6_2022-05-12_IR1_00044,P6-VCB반/A1_B1_P6_2022-05-12_IR1_00044.jpg,P6-VCB반,IR1,P6|A1_B1_2022-05-12_IR1_,P6-C58906,15,13,2,3,"0.7270,0.0123,0.8825,0.9290",0.14249,0.17,0,0,0,0,0,A_전형
P6/A1_B1_P6_2022-05-12_IR1_00046,A1_B1_P6_2022-05-12_IR1_00046,P6-VCB반/A1_B1_P6_2022-05-12_IR1_00046.jpg,P6-VCB반,IR1,P6|A1_B1_2022-05-12_IR1_,P6-C58908,15,13,0,2,"0.0019,0.0938,0.2366,0.9245",0.19503,0.283,0,0,0,0,0,A_전형
P6/A1_B1_P6_2022-05-12_IR1_00046,A1_B1_P6_2022-05-12_IR1_00046,P6-VCB반/A1_B1_P6_2022-05-12_IR1_00046.jpg,P6-VCB반,IR1,P6|A1_B1_2022-05-12_IR1_,P6-C58908,15,13,1,2,"0.6928,0.0110,0.8770,0.8511",0.15471,0.219,0,0,0,0,0,A_전형
P6/A1_B1_P6_2022-05-12_IR1_00047,A1_B1_P6_2022-05-12_IR1_00047,P6-VCB반/A1_B1_P6_2022-05-12_IR1_00047.jpg,P6-VCB반,IR1,P6|A1_B1_2022-05-12_IR1_,P6-C58909,15,13,0,1,"0.8240,0.1072,0.9572,0.8644",0.10092,0.176,0,0,0,0,0,A_전형
P6/A1_B1_P6_2022-05-12_IR1_00048,A1_B1_P6_2022-05-12_IR1_00048,P6-VCB반/A1_B1_P6_2022-05-12_IR1_00048.jpg,P6-VCB반,IR1,P6|A1_B1_2022-05-12_IR1_,P6-C58910,15,13,0,2,"0.6306,0.0252,0.9157,0.9041",0.25052,0.324,0,0,0,0,0,B_넓음
P6/A1_B1_P6_2022-05-12_IR1_00048,A1_B1_P6_2022-05-12_IR1_00048,P6-VCB반/A1_B1_P6_2022-05-12_IR1_00048.jpg,P6-VCB반,IR1,P6|A1_B1_2022-05-12_IR1_,P6-C58910,15,13,1,2,"0.0419,0.0944,0.2460,0.7626",0.13637,0.305,0,0,0,0,0,B_넓음
P6/A1_B1_P6_2022-05-12_IR1_00052,A1_B1_P6_2022-05-12_IR1_00052,P6-VCB반/A1_B1_P6_2022-05-12_IR1_00052.jpg,P6-VCB반,IR1,P6|A1_B1_2022-05-12_IR1_,P6-C58914,15,13,0,1,"0.0003,0.2293,0.1175,0.9140",0.0802,0.171,0,0,0,0,0,A_전형
P6/A1_B1_P6_2022-06-17_IR1_00007,A1_B1_P6_2022-06-17_IR1_00007,P6-VCB반/A1_B1_P6_2022-06-17_IR1_00007.jpg,P6-VCB반,IR1,P6|A1_B1_2022-06-17_IR1_,P6-C58946,15,13,0,2,"0.7769,0.3277,0.8794,0.9987",0.06875,0.153,0,1,0,0,0,A_전형
P6/A1_B1_P6_2022-06-17_IR1_00007,A1_B1_P6_2022-06-17_IR1_00007,P6-VCB반/A1_B1_P6_2022-06-17_IR1_00007.jpg,P6-VCB반,IR1,P6|A1_B1_2022-06-17_IR1_,P6-C58946,15,13,1,2,"0.4222,0.3328,0.5277,0.9962",0.06999,0.159,0,1,0,0,0,A_전형
