panel_id,image,box_index,class_id,class_name,audit_rule,status,reason,detail
P1,A1_B3_P1_2022-05-24_IR1_00007,2,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00263 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00007,4,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00225 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00008,1,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00209 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00008,4,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00204 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00008,5,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00292 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00008,7,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00190 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00008,8,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00220 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00009,0,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00279 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00009,2,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00226 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00009,6,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00165 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00009,7,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00162 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00010,1,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00226 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00010,4,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00178 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00010,5,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00226 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00010,6,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00226 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00011,1,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00137 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00011,2,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00137 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00011,4,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00137 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00011,7,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00137 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00015,0,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00189 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00015,2,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00261 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00015,3,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00261 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00016,1,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00287 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00016,4,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00261 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00017,0,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00261 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00017,2,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00261 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00018,2,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00184 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00018,4,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00253 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00019,0,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00297 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00019,3,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00169 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00019,5,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00187 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00019,3+5,2,몰드변압기 접촉부,같은 클래스 중복,FAIL,한 박스가 다른 박스를 완전히 포함한다 — 같은 인스턴스 이중 라벨,IoU 0.629
P1,A1_B3_P1_2022-05-24_IR1_00020,0,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00139 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00020,1,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00164 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00020,5,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00146 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00021,1,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00106 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00021,2,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00106 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00021,5,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00106 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00022,0,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00106 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00023,2,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00215 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00023,3,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00214 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00023,4,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00214 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00024,0,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00214 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00024,1,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00214 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00024,2,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00214 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00024,7,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00215 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00025,0,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00215 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00025,3,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00215 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00025,4,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00214 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00025,5,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00215 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00025,6,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00215 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00026,0,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00214 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00026,1,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00214 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00026,5,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00214 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00026,7,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00214 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00026,8,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00214 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00026,9,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00214 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00027,2,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00154 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00027,4,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00214 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00027,5,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00215 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00027,6,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00214 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00028,0,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00214 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00028,2,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00215 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00028,5,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00214 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00029,0,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00157 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00029,5,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00188 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00029,6,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00181 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00029,7,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00157 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00030,2,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00157 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00030,4,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00157 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00030,5,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00157 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00031,1,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00069 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00031,3,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00134 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00031,4,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00134 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00032,0,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00160 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00032,4,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00214 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00032,6,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00194 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00033,3,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00214 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00034,0,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00214 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00034,1,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00213 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00035,1,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00214 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00035,4,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00214 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00035,5,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00214 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00035,6,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00214 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00036,0,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00219 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00036,2,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00156 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00036,5,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00168 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00037,1,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00205 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00037,4,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00138 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00037,6,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00267 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00038,0,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00149 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00038,1,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00117 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00038,2,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00090 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00038,3+5,0,철심부,같은 클래스 중복,FAIL,한 박스가 다른 박스를 완전히 포함한다 — 같은 인스턴스 이중 라벨,IoU 0.780
P1,A1_B3_P1_2022-05-24_IR1_00039,0,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00136 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
P1,A1_B3_P1_2022-05-24_IR1_00039,2,2,몰드변압기 접촉부,초소형(candidate),SUSPECT,정규화 면적 0.00132 < candidate_threshold 0.003,공식 임계값이 아니다. 식별 가능성 기준이므로 좌표만으로 확정 불가
