panel,panel_id,camera,session,target_classes,unseen_classes,image_id,rel_path,cluster_id,cluster_size,has_rgb_pair,reason,priority,panel_provisional,class_on_hold
P10-ACB&MCCB반,P10,IR1,P10|A1_B1_2022-05-12_IR1_,콘덴서 MCCB MCCB 접촉부 ACB 접촉부,콘덴서 MCCB MCCB 접촉부 ACB 접촉부,P10/A1_B1_P10_2022-05-12_IR1_00002,P10-ACB&MCCB반/A1_B1_P10_2022-05-12_IR1_00002.jpg,P10-C98352,1,1,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR2,P2|A1_B1_2022-07-19_IR2_,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A1_B1_P2_2022-07-19_IR2_00946,P2-LBS&LA반/A1_B1_P2_2022-07-19_IR2_00946.jpg,P2-C46180,5,0,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR2,P2|A1_B1_2022-07-19_IR2_,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A1_B1_P2_2022-07-19_IR2_00597,P2-LBS&LA반/A1_B1_P2_2022-07-19_IR2_00597.jpg,P2-C46067,4,0,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR2,P2|A1_B1_2022-07-19_IR2_,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A1_B1_P2_2022-07-19_IR2_00928,P2-LBS&LA반/A1_B1_P2_2022-07-19_IR2_00928.jpg,P2-C46172,1,0,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR2,P2|A1_B1_2022-07-19_IR2_,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A1_B1_P2_2022-07-19_IR2_00959,P2-LBS&LA반/A1_B1_P2_2022-07-19_IR2_00959.jpg,P2-C46186,4,0,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR2,P2|A1_B1_2022-07-19_IR2_,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A1_B1_P2_2022-07-19_IR2_00638,P2-LBS&LA반/A1_B1_P2_2022-07-19_IR2_00638.jpg,P2-C46074,1,0,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR3,P2|A1_B1_2022-07-19_IR3_,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A1_B1_P2_2022-07-19_IR3_00022,P2-LBS&LA반/A1_B1_P2_2022-07-19_IR3_00022.jpg,P2-C46492,1,0,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR3,P2|A1_B1_2022-07-19_IR3_,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A1_B1_P2_2022-07-19_IR3_02027,P2-LBS&LA반/A1_B1_P2_2022-07-19_IR3_02027.jpg,P2-C47449,2,0,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR3,P2|A1_B1_2022-07-19_IR3_,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A1_B1_P2_2022-07-19_IR3_00144,P2-LBS&LA반/A1_B1_P2_2022-07-19_IR3_00144.jpg,P2-C46527,1,0,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR3,P2|A1_B1_2022-07-19_IR3_,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A1_B1_P2_2022-07-19_IR3_02731,P2-LBS&LA반/A1_B1_P2_2022-07-19_IR3_02731.jpg,P2-C47777,2,0,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR3,P2|A1_B1_2022-07-19_IR3_,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A1_B1_P2_2022-07-19_IR3_02569,P2-LBS&LA반/A1_B1_P2_2022-07-19_IR3_02569.jpg,P2-C47682,4,0,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR3,P2|A1_B1_2022-07-19_IR3_,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A1_B1_P2_2022-07-19_IR3_02548,P2-LBS&LA반/A1_B1_P2_2022-07-19_IR3_02548.jpg,P2-C47671,1,0,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR3,P2|A1_B1_2022-07-19_IR3_,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A1_B1_P2_2022-07-19_IR3_02539,P2-LBS&LA반/A1_B1_P2_2022-07-19_IR3_02539.jpg,P2-C47664,4,0,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR3,P2|A1_B1_2022-07-19_IR3_,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A1_B1_P2_2022-07-19_IR3_02567,P2-LBS&LA반/A1_B1_P2_2022-07-19_IR3_02567.jpg,P2-C47680,3,0,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR3,P2|A1_B1_2022-07-19_IR3_,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A1_B1_P2_2022-07-19_IR3_02410,P2-LBS&LA반/A1_B1_P2_2022-07-19_IR3_02410.jpg,P2-C47591,4,0,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR3,P2|A1_B1_2022-07-19_IR3_,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A1_B1_P2_2022-07-19_IR3_02352,P2-LBS&LA반/A1_B1_P2_2022-07-19_IR3_02352.jpg,P2-C47562,1,0,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR3,P2|A1_B1_2022-07-19_IR3_,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A1_B1_P2_2022-07-19_IR3_02419,P2-LBS&LA반/A1_B1_P2_2022-07-19_IR3_02419.jpg,P2-C47595,3,0,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR3,P2|A1_B1_2022-07-19_IR3_,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A1_B1_P2_2022-07-19_IR3_02425,P2-LBS&LA반/A1_B1_P2_2022-07-19_IR3_02425.jpg,P2-C47598,2,0,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR3,P2|A1_B1_2022-07-19_IR3_,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A1_B1_P2_2022-07-19_IR3_02573,P2-LBS&LA반/A1_B1_P2_2022-07-19_IR3_02573.jpg,P2-C47685,2,0,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR3,P2|A1_B1_2022-07-19_IR3_,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A1_B1_P2_2022-07-19_IR3_00405,P2-LBS&LA반/A1_B1_P2_2022-07-19_IR3_00405.jpg,P2-C46648,2,0,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR3,P2|A1_B1_2022-07-19_IR3_,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A1_B1_P2_2022-07-19_IR3_02604,P2-LBS&LA반/A1_B1_P2_2022-07-19_IR3_02604.jpg,P2-C47702,3,0,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR3,P2|A1_B1_2022-07-19_IR3_,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A1_B1_P2_2022-07-19_IR3_02566,P2-LBS&LA반/A1_B1_P2_2022-07-19_IR3_02566.jpg,P2-C47679,1,0,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR3,P2|A1_B1_2022-07-19_IR3_,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A1_B1_P2_2022-07-19_IR3_00402,P2-LBS&LA반/A1_B1_P2_2022-07-19_IR3_00402.jpg,P2-C46645,2,0,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR3,P2|A1_B1_2022-07-19_IR3_,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A1_B1_P2_2022-07-19_IR3_02000,P2-LBS&LA반/A1_B1_P2_2022-07-19_IR3_02000.jpg,P2-C47436,10,0,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR3,P2|A1_B1_2022-07-19_IR3_,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A1_B1_P2_2022-07-19_IR3_02578,P2-LBS&LA반/A1_B1_P2_2022-07-19_IR3_02578.jpg,P2-C47689,1,0,라벨 0건 클래스 확인,High,0,
