image_name,bbox_id,class_id,class_name,yolo_line,match_method,iou,cx,cy,w,h,attr_truncated,attr_occluded,attr_ignore,image_shot_type
B01_작은객체,B01_작은객체#2,18,MCCB,2,exact_same_class,1.0,0.577891,0.885521,0.298969,0.228958,false,false,false,클로즈업
B01_작은객체,B01_작은객체#3,27,MCCB 접촉부,3,exact_same_class,1.0,0.412344,0.211208,0.068375,0.29875,false,false,false,클로즈업
B01_작은객체,B01_작은객체#4,27,MCCB 접촉부,4,exact_same_class,1.0,0.677672,0.162458,0.068406,0.29875,false,false,false,클로즈업
B01_작은객체,B01_작은객체#5,27,MCCB 접촉부,5,exact_same_class,1.0,0.683953,0.567083,0.068406,0.29875,false,false,false,클로즈업
B01_작은객체,B01_작은객체#6,27,MCCB 접촉부,6,exact_same_class,1.0,0.446547,0.598542,0.068406,0.29875,false,false,false,클로즈업
B01_작은객체,B01_작은객체#7,27,MCCB 접촉부,7,exact_same_class,1.0,0.466203,0.894396,0.068406,0.211208,false,false,false,클로즈업
B01_작은객체,B01_작은객체#8,27,MCCB 접촉부,8,exact_same_class,1.0,0.698922,0.882854,0.065281,0.234292,false,false,false,클로즈업
B02_같은클래스밀집,B02_같은클래스밀집#0,27,MCCB 접촉부,0,exact_same_class,1.0,0.296,0.418771,0.046375,0.336458,false,false,false,클로즈업
B02_같은클래스밀집,B02_같은클래스밀집#1,27,MCCB 접촉부,1,exact_same_class,1.0,0.599844,0.399375,0.046375,0.3365,false,false,false,클로즈업
B02_같은클래스밀집,B02_같은클래스밀집#2,27,MCCB 접촉부,2,exact_same_class,1.0,0.599062,0.857708,0.046375,0.284583,true,false,false,클로즈업
B02_같은클래스밀집,B02_같은클래스밀집#3,27,MCCB 접촉부,3,exact_same_class,1.0,0.262578,0.862938,0.046406,0.274125,true,false,false,클로즈업
B02_같은클래스밀집,B02_같은클래스밀집#4,18,MCCB,4,exact_same_class,1.0,0.454797,0.406187,0.340406,0.355375,false,false,false,클로즈업
B02_같은클래스밀집,B02_같은클래스밀집#5,18,MCCB,5,exact_same_class,1.0,0.430453,0.849833,0.355281,0.300333,false,false,false,클로즈업
B02_같은클래스밀집,B02_같은클래스밀집#6,27,MCCB 접촉부,6,exact_same_class,1.0,0.896656,0.263167,0.059812,0.320333,true,false,false,클로즈업
B02_같은클래스밀집,B02_같은클래스밀집#7,27,MCCB 접촉부,7,exact_same_class,1.0,0.919813,0.735854,0.059813,0.320375,true,false,false,클로즈업
B02_작은객체,B02_작은객체#0,27,MCCB 접촉부,0,exact_same_class,1.0,0.338047,0.947333,0.030656,0.105333,true,false,false,클로즈업
B02_작은객체,B02_작은객체#1,27,MCCB 접촉부,1,exact_same_class,1.0,0.342359,0.797167,0.030656,0.120583,false,false,false,클로즈업
B02_작은객체,B02_작은객체#2,27,MCCB 접촉부,2,exact_same_class,1.0,0.433953,0.949417,0.030656,0.101167,true,false,false,클로즈업
B02_작은객체,B02_작은객체#3,27,MCCB 접촉부,3,exact_same_class,1.0,0.437109,0.800854,0.030656,0.120542,false,false,false,클로즈업
B02_작은객체,B02_작은객체#4,27,MCCB 접촉부,4,exact_same_class,1.0,0.532234,0.778813,0.030656,0.120542,false,false,false,클로즈업
B02_작은객체,B02_작은객체#5,27,MCCB 접촉부,5,exact_same_class,1.0,0.630516,0.774646,0.030656,0.120542,false,false,false,클로즈업
B02_작은객체,B02_작은객체#6,27,MCCB 접촉부,6,exact_same_class,1.0,0.632078,0.946271,0.030656,0.107458,true,false,false,클로즈업
B02_작은객체,B02_작은객체#7,27,MCCB 접촉부,7,exact_same_class,1.0,0.526734,0.948375,0.030656,0.10325,true,false,false,클로즈업
B02_작은객체,B02_작은객체#8,18,MCCB,8,exact_same_class,1.0,0.389922,0.798229,0.125781,0.122625,false,false,false,클로즈업
B02_작은객체,B02_작은객체#9,18,MCCB,9,exact_same_class,1.0,0.581766,0.775687,0.125781,0.122625,false,false,false,클로즈업
B02_작은객체,B02_작은객체#10,18,MCCB,10,exact_same_class,1.0,0.581766,0.94575,0.125781,0.1085,false,false,false,클로즈업
B02_작은객체,B02_작은객체#11,18,MCCB,11,exact_same_class,1.0,0.384422,0.948375,0.125781,0.10325,false,false,false,클로즈업
B03_다른클래스겹침,B03_다른클래스겹침#0,14,VCB접촉부,0,exact_same_class,1.0,0.770438,0.753667,0.083312,0.07125,,false,,클로즈업
B03_다른클래스겹침,B03_다른클래스겹침#1,13,케이블헤드,1,exact_same_class,1.0,0.447734,0.852208,0.098281,0.295583,true,false,false,클로즈업
B03_작은객체,B03_작은객체#0,18,MCCB,0,exact_same_class,1.0,0.333719,0.181875,0.143875,0.156167,false,false,false,중거리
B03_작은객체,B03_작은객체#1,18,MCCB,1,exact_same_class,1.0,0.56525,0.160375,0.143875,0.156167,false,false,false,중거리
B03_작은객체,B03_작은객체#2,18,MCCB,2,exact_same_class,1.0,0.560531,0.354271,0.143875,0.137292,false,false,false,중거리
B03_작은객체,B03_작은객체#3,18,MCCB,3,exact_same_class,1.0,0.330187,0.378396,0.143875,0.137292,false,false,false,중거리
B03_작은객체,B03_작은객체#4,18,MCCB,4,exact_same_class,1.0,0.327828,0.549312,0.143844,0.116375,false,false,false,중거리
B03_작은객체,B03_작은객체#5,18,MCCB,5,exact_same_class,1.0,0.549531,0.539729,0.143875,0.141375,false,false,false,중거리
B03_작은객체,B03_작은객체#6,18,MCCB,6,exact_same_class,1.0,0.546375,0.700208,0.143875,0.141333,false,false,false,중거리
B03_작은객체,B03_작은객체#7,18,MCCB,7,exact_same_class,1.0,0.324688,0.669208,0.143875,0.106583,false,true,false,중거리
B03_작은객체,B03_작은객체#8,18,MCCB,8,exact_same_class,1.0,0.327031,0.7935,0.143875,0.106583,false,false,false,중거리
B03_작은객체,B03_작은객체#9,27,MCCB 접촉부,9,exact_same_class,1.0,0.281453,0.179771,0.034594,0.133125,false,false,false,중거리
B03_작은객체,B03_작은객체#10,27,MCCB 접촉부,10,exact_same_class,1.0,0.390734,0.184479,0.034594,0.133125,false,false,false,중거리
B03_작은객체,B03_작은객체#11,27,MCCB 접촉부,11,exact_same_class,1.0,0.511797,0.159312,0.034594,0.133125,false,false,false,중거리
B03_작은객체,B03_작은객체#12,27,MCCB 접촉부,12,exact_same_class,1.0,0.617141,0.161437,0.034594,0.133125,false,false,false,중거리
B03_작은객체,B03_작은객체#13,27,MCCB 접촉부,13,exact_same_class,1.0,0.612422,0.356396,0.034594,0.133125,false,false,false,중거리
B03_작은객체,B03_작은객체#14,27,MCCB 접촉부,14,exact_same_class,1.0,0.503922,0.354312,0.034594,0.133125,false,false,false,중거리
B03_작은객체,B03_작은객체#15,27,MCCB 접촉부,15,exact_same_class,1.0,0.389141,0.379437,0.034594,0.133125,false,false,false,중거리
B03_작은객체,B03_작은객체#16,27,MCCB 접촉부,16,exact_same_class,1.0,0.283016,0.377354,0.034594,0.133125,false,false,false,중거리
B03_작은객체,B03_작은객체#17,27,MCCB 접촉부,17,exact_same_class,1.0,0.274359,0.551354,0.034594,0.133125,false,false,false,중거리
B03_작은객체,B03_작은객체#18,27,MCCB 접촉부,18,exact_same_class,1.0,0.382859,0.551375,0.034594,0.116417,false,false,false,중거리
B03_작은객체,B03_작은객체#19,27,MCCB 접촉부,19,exact_same_class,1.0,0.498422,0.534604,0.034594,0.133125,false,false,false,중거리
B03_작은객체,B03_작은객체#20,27,MCCB 접촉부,20,exact_same_class,1.0,0.602203,0.538771,0.034594,0.133125,false,false,false,중거리
B03_작은객체,B03_작은객체#21,27,MCCB 접촉부,21,exact_same_class,1.0,0.602984,0.700188,0.034594,0.133125,false,false,false,중거리
B03_작은객체,B03_작은객체#22,27,MCCB 접촉부,22,exact_same_class,1.0,0.488984,0.697063,0.034594,0.133125,false,false,false,중거리
B03_작은객체,B03_작은객체#23,27,MCCB 접촉부,23,exact_same_class,1.0,0.381297,0.793417,0.034594,0.105667,false,false,false,중거리
B03_작은객체,B03_작은객체#24,27,MCCB 접촉부,24,exact_same_class,1.0,0.275953,0.670854,0.034594,0.105708,false,false,false,중거리
B03_작은객체,B03_작은객체#25,27,MCCB 접촉부,25,exact_same_class,1.0,0.272797,0.792458,0.034594,0.105667,false,false,false,중거리
B03_작은객체,B03_작은객체#26,27,MCCB 접촉부,26,exact_same_class,1.0,0.383641,0.669813,0.034594,0.105708,false,true,false,중거리
