panel,panel_id,delivered_as,image_id,camera,session,cluster_id,target_classes,reference_rgb,selection_reason,priority,panel_provisional,agreement_subset,overlap,annotator_pair
P2-LBS&LA반,P2,images/P2/A1_B1_P2_2022-05-12_IR1_00001.jpg,P2/A1_B1_P2_2022-05-12_IR1_00001,IR1,P2|A1_B1_2022-05-12_IR1_,P2-C45721,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,reference_rgb/P2/A1_B1_P2_2022-05-12_IR1_00001_rgb.jpg,라벨 0건 클래스 확인,High,0,50,true,seed_A/seed_B
P2-LBS&LA반,P2,images/P2/A1_B1_P2_2022-07-19_IR2_01649.jpg,P2/A1_B1_P2_2022-07-19_IR2_01649,IR2,P2|A1_B1_2022-07-19_IR2_,P2-C46440,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,없음,라벨 0건 클래스 확인,High,0,50,true,seed_A/seed_B
P2-LBS&LA반,P2,images/P2/A1_B1_P2_2022-07-19_IR3_02539.jpg,P2/A1_B1_P2_2022-07-19_IR3_02539,IR3,P2|A1_B1_2022-07-19_IR3_,P2-C47664,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,없음,라벨 0건 클래스 확인,High,0,50,true,seed_A/seed_B
P2-LBS&LA반,P2,images/P2/A1_B1_P2_2022-07-25_IR2_00252.jpg,P2/A1_B1_P2_2022-07-25_IR2_00252,IR2,P2|A1_B1_2022-07-25_IR2_,P2-C47859,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,없음,라벨 0건 클래스 확인,High,0,50,true,seed_A/seed_B
P2-LBS&LA반,P2,images/P2/A2_B1_P2_2022-07-11_IR2_1_00781.jpg,P2/A2_B1_P2_2022-07-11_IR2_1_00781,IR2,P2|A2_B1_2022-07-11_IR2_1,P2-C48778,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,없음,라벨 0건 클래스 확인,High,0,50,true,seed_A/seed_B
P3-MOF반,P3,images/P3/A2_B1_P3_2022-06-03_IR1_00001.jpg,P3/A2_B1_P3_2022-06-03_IR1_00001,IR1,P3|A2_B1_2022-06-03_IR1_,P3-C49398,변류기 비한류형 전력퓨즈 변류기 접촉부,reference_rgb/P3/A2_B1_P3_2022-06-03_IR1_00001_rgb.jpg,후보 잠정 반 검증,High,1,50,true,seed_A/seed_B
P3-MOF반,P3,images/P3/A2_B1_P3_2022-07-11_IR2_2_00499.jpg,P3/A2_B1_P3_2022-07-11_IR2_2_00499,IR2,P3|A2_B1_2022-07-11_IR2_2,P3-C49612,변류기 비한류형 전력퓨즈 변류기 접촉부,없음,후보 잠정 반 검증,High,1,50,true,seed_A/seed_B
P3-MOF반,P3,images/P3/A2_B1_P3_2022-07-11_IR3_00886.jpg,P3/A2_B1_P3_2022-07-11_IR3_00886,IR3,P3|A2_B1_2022-07-11_IR3_,P3-C50192,변류기 비한류형 전력퓨즈 변류기 접촉부,없음,후보 잠정 반 검증,High,1,50,true,seed_A/seed_B
P3-MOF반,P3,images/P3/A3_B1_P3_2022-07-01_IR3_00003.jpg,P3/A3_B1_P3_2022-07-01_IR3_00003,IR3,P3|A3_B1_2022-07-01_IR3_,P3-C50913,변류기 비한류형 전력퓨즈 변류기 접촉부,없음,후보 잠정 반 검증,High,1,50,true,seed_A/seed_B
P4-MOF&PT반,P4,images/P4/A1_B1_P4_2022-05-12_IR1_00001.jpg,P4/A1_B1_P4_2022-05-12_IR1_00001,IR1,P4|A1_B1_2022-05-12_IR1_,P4-C51561,변압기 변류기 비한류형 전력퓨즈 변압기 접촉부 변류기 접촉부 몰드타입 PT,reference_rgb/P4/A1_B1_P4_2022-05-12_IR1_00001_rgb.jpg,라벨 0건 클래스 확인,High,0,50,true,seed_A/seed_B
P4-MOF&PT반,P4,images/P4/A1_B1_P4_2022-07-19_IR2_00000.jpg,P4/A1_B1_P4_2022-07-19_IR2_00000,IR2,P4|A1_B1_2022-07-19_IR2_,P4-C51745,변압기 변류기 비한류형 전력퓨즈 변압기 접촉부 변류기 접촉부 몰드타입 PT,없음,라벨 0건 클래스 확인,High,0,50,true,seed_A/seed_B
P4-MOF&PT반,P4,images/P4/A1_B1_P4_2022-07-19_IR3_00004.jpg,P4/A1_B1_P4_2022-07-19_IR3_00004,IR3,P4|A1_B1_2022-07-19_IR3_,P4-C52249,변압기 변류기 비한류형 전력퓨즈 변압기 접촉부 변류기 접촉부 몰드타입 PT,없음,라벨 0건 클래스 확인,High,0,50,true,seed_A/seed_B
P4-MOF&PT반,P4,images/P4/A1_B1_P4_2022-07-19_IR3_01322.jpg,P4/A1_B1_P4_2022-07-19_IR3_01322,IR3,P4|A1_B1_2022-07-19_IR3_,P4-C52831,변압기 변류기 비한류형 전력퓨즈 변압기 접촉부 변류기 접촉부 몰드타입 PT,없음,라벨 0건 클래스 확인,High,0,50,true,seed_A/seed_B
P4-MOF&PT반,P4,images/P4/A1_B1_P4_2022-07-25_IR2_00483.jpg,P4/A1_B1_P4_2022-07-25_IR2_00483,IR2,P4|A1_B1_2022-07-25_IR2_,P4-C53428,변압기 변류기 비한류형 전력퓨즈 변압기 접촉부 변류기 접촉부 몰드타입 PT,없음,라벨 0건 클래스 확인,High,0,50,true,seed_A/seed_B
P5-PF&PT반,P5,images/P5/A1_B2_P5_2022-05-12_IR1_00002.jpg,P5/A1_B2_P5_2022-05-12_IR1_00002,IR1,P5|A1_B2_2022-05-12_IR1_,P5-C53849,소음기부착형 전력퓨즈 몰드타입 PT 케이블헤드 인입선로 접촉부,reference_rgb/P5/A1_B2_P5_2022-05-12_IR1_00002_rgb.jpg,라벨 0건 클래스 확인,High,0,50,true,seed_A/seed_B
P5-PF&PT반,P5,images/P5/A1_B2_P5_2022-07-19_IR2_04989.jpg,P5/A1_B2_P5_2022-07-19_IR2_04989,IR2,P5|A1_B2_2022-07-19_IR2_,P5-C55089,소음기부착형 전력퓨즈 몰드타입 PT 케이블헤드 인입선로 접촉부,없음,라벨 0건 클래스 확인,High,0,50,true,seed_A/seed_B
P5-PF&PT반,P5,images/P5/A1_B2_P5_2022-07-19_IR3_00291.jpg,P5/A1_B2_P5_2022-07-19_IR3_00291,IR3,P5|A1_B2_2022-07-19_IR3_,P5-C55754,소음기부착형 전력퓨즈 몰드타입 PT 케이블헤드 인입선로 접촉부,없음,라벨 0건 클래스 확인,High,0,50,true,seed_A/seed_B
P5-PF&PT반,P5,images/P5/A1_B2_P5_2022-07-19_IR3_03731.jpg,P5/A1_B2_P5_2022-07-19_IR3_03731,IR3,P5|A1_B2_2022-07-19_IR3_,P5-C57175,소음기부착형 전력퓨즈 몰드타입 PT 케이블헤드 인입선로 접촉부,없음,라벨 0건 클래스 확인,High,0,50,true,seed_A/seed_B
P5-PF&PT반,P5,images/P5/A2_B1_P5_2022-07-11_IR3_00030.jpg,P5/A2_B1_P5_2022-07-11_IR3_00030,IR3,P5|A2_B1_2022-07-11_IR3_,P5-C57632,소음기부착형 전력퓨즈 몰드타입 PT 케이블헤드 인입선로 접촉부,없음,라벨 0건 클래스 확인,High,0,50,true,seed_A/seed_B
P6-VCB반,P6,images/P6/A1_B1_P6_2022-05-12_IR1_00002.jpg,P6/A1_B1_P6_2022-05-12_IR1_00002,IR1,P6|A1_B1_2022-05-12_IR1_,P6-C58864,VCB 접촉부 케이블헤드 CT SA,reference_rgb/P6/A1_B1_P6_2022-05-12_IR1_00002_rgb.jpg,라벨 0건 클래스 확인,High,0,50,true,seed_A/seed_B
P6-VCB반,P6,images/P6/A1_B1_P6_2022-07-25_IR2_02934.jpg,P6/A1_B1_P6_2022-07-25_IR2_02934,IR2,P6|A1_B1_2022-07-25_IR2_,P6-C60720,VCB 접촉부 케이블헤드 CT SA,없음,라벨 0건 클래스 확인,High,0,50,true,seed_A/seed_B
P6-VCB반,P6,images/P6/A1_B2_P6_2022-07-19_IR3_00002.jpg,P6/A1_B2_P6_2022-07-19_IR3_00002,IR3,P6|A1_B2_2022-07-19_IR3_,P6-C62409,VCB 접촉부 케이블헤드 CT SA,없음,라벨 0건 클래스 확인,High,0,50,true,seed_A/seed_B
P6-VCB반,P6,images/P6/A2_B1_P6_2022-06-03_IR1_00004.jpg,P6/A2_B1_P6_2022-06-03_IR1_00004,IR1,P6|A2_B1_2022-06-03_IR1_,P6-C64465,VCB 접촉부 케이블헤드 CT SA,reference_rgb/P6/A2_B1_P6_2022-06-03_IR1_00004_rgb.jpg,라벨 0건 클래스 확인,High,0,50,true,seed_A/seed_B
P6-VCB반,P6,images/P6/A3_B3_P6_2022-06-17_IR1_00015.jpg,P6/A3_B3_P6_2022-06-17_IR1_00015,IR1,P6|A3_B3_2022-06-17_IR1_,P6-C66393,VCB 접촉부 케이블헤드 CT SA,reference_rgb/P6/A3_B3_P6_2022-06-17_IR1_00015_rgb.jpg,라벨 0건 클래스 확인,High,0,50,true,seed_A/seed_B
P7-VCB&CT반,P7,images/P7/A1_B1_P7_2022-05-12_IR1_00001.jpg,P7/A1_B1_P7_2022-05-12_IR1_00001,IR1,P7|A1_B1_2022-05-12_IR1_,P7-C68259,VCB 접촉부 CT CT 접촉부,reference_rgb/P7/A1_B1_P7_2022-05-12_IR1_00001_rgb.jpg,라벨 0건 클래스 확인,High,0,50,true,seed_A/seed_B
P7-VCB&CT반,P7,images/P7/A1_B1_P7_2022-07-19_IR3_00198.jpg,P7/A1_B1_P7_2022-07-19_IR3_00198,IR3,P7|A1_B1_2022-07-19_IR3_,P7-C68370,VCB 접촉부 CT CT 접촉부,없음,라벨 0건 클래스 확인,High,0,50,true,seed_A/seed_B
P7-VCB&CT반,P7,images/P7/A1_B1_P7_2022-07-25_IR2_00612.jpg,P7/A1_B1_P7_2022-07-25_IR2_00612,IR2,P7|A1_B1_2022-07-25_IR2_,P7-C68611,VCB 접촉부 CT CT 접촉부,없음,라벨 0건 클래스 확인,High,0,50,true,seed_A/seed_B
P7-VCB&CT반,P7,images/P7/A3_B1_P7_2022-07-01_IR2_00001.jpg,P7/A3_B1_P7_2022-07-01_IR2_00001,IR2,P7|A3_B1_2022-07-01_IR2_,P7-C69050,VCB 접촉부 CT CT 접촉부,reference_rgb/P7/A3_B1_P7_2022-07-01_IR2_00001_rgb.jpg,라벨 0건 클래스 확인,High,0,50,true,seed_A/seed_B
P7-VCB&CT반,P7,images/P7/A3_B1_P7_2022-07-01_IR3_00273.jpg,P7/A3_B1_P7_2022-07-01_IR3_00273,IR3,P7|A3_B1_2022-07-01_IR3_,P7-C69236,VCB 접촉부 CT CT 접촉부,없음,라벨 0건 클래스 확인,High,0,50,true,seed_A/seed_B
P8-ACB반,P8,images/P8/A1_B2_P8_2022-05-12_IR1_00001.jpg,P8/A1_B2_P8_2022-05-12_IR1_00001,IR1,P8|A1_B2_2022-05-12_IR1_,P8-C69765,콘덴서 MCCB MCCB 접촉부,reference_rgb/P8/A1_B2_P8_2022-05-12_IR1_00001_rgb.jpg,라벨 0건 클래스 확인,High,0,50,true,seed_A/seed_B
P8-ACB반,P8,images/P8/A2_B1_P8_2022-06-03_IR1_00001.jpg,P8/A2_B1_P8_2022-06-03_IR1_00001,IR1,P8|A2_B1_2022-06-03_IR1_,P8-C70650,콘덴서 MCCB MCCB 접촉부,reference_rgb/P8/A2_B1_P8_2022-06-03_IR1_00001_rgb.jpg,라벨 0건 클래스 확인,High,0,50,true,seed_A/seed_B
P8-ACB반,P8,images/P8/A2_B1_P8_2022-07-11_IR3_00223.jpg,P8/A2_B1_P8_2022-07-11_IR3_00223,IR3,P8|A2_B1_2022-07-11_IR3_,P8-C72491,콘덴서 MCCB MCCB 접촉부,없음,라벨 0건 클래스 확인,High,0,50,true,seed_A/seed_B
P8-ACB반,P8,images/P8/A2_B1_P8_2022-07-11_IR3_01317.jpg,P8/A2_B1_P8_2022-07-11_IR3_01317,IR3,P8|A2_B1_2022-07-11_IR3_,P8-C72910,콘덴서 MCCB MCCB 접촉부,없음,라벨 0건 클래스 확인,High,0,50,true,seed_A/seed_B
P8-ACB반,P8,images/P8/A3_B2_P8_2022-07-15_IR3_01105.jpg,P8/A3_B2_P8_2022-07-15_IR3_01105,IR3,P8|A3_B2_2022-07-15_IR3_,P8-C74268,콘덴서 MCCB MCCB 접촉부,없음,라벨 0건 클래스 확인,High,0,50,true,seed_A/seed_B
P9-MCCB반,P9,images/P9/A1_B1_P9_2022-07-19_IR2_00000.jpg,P9/A1_B1_P9_2022-07-19_IR2_00000,IR2,P9|A1_B1_2022-07-19_IR2_,P9-C75364,MCCB MCCB 접촉부,없음,라벨 0건 클래스 확인,High,1,50,true,seed_A/seed_B
P9-MCCB반,P9,images/P9/A1_B2_P9_2022-07-19_IR3_00001.jpg,P9/A1_B2_P9_2022-07-19_IR3_00001,IR3,P9|A1_B2_2022-07-19_IR3_,P9-C80247,MCCB MCCB 접촉부,없음,라벨 0건 클래스 확인,High,1,50,true,seed_A/seed_B
P9-MCCB반,P9,images/P9/A2_B1_P9_2022-07-11_IR3_00002.jpg,P9/A2_B1_P9_2022-07-11_IR3_00002,IR3,P9|A2_B1_2022-07-11_IR3_,P9-C85504,MCCB MCCB 접촉부,없음,라벨 0건 클래스 확인,High,1,50,true,seed_A/seed_B
P9-MCCB반,P9,images/P9/A2_B1_P9_2022-07-11_IR3_05783.jpg,P9/A2_B1_P9_2022-07-11_IR3_05783,IR3,P9|A2_B1_2022-07-11_IR3_,P9-C88097,MCCB MCCB 접촉부,없음,라벨 0건 클래스 확인,High,1,50,true,seed_A/seed_B
P9-MCCB반,P9,images/P9/A3_B2_P9_2022-07-15_IR2_07302.jpg,P9/A3_B2_P9_2022-07-15_IR2_07302,IR2,P9|A3_B2_2022-07-15_IR2_,P9-C92791,MCCB MCCB 접촉부,없음,라벨 0건 클래스 확인,High,1,50,true,seed_A/seed_B
P9-MCCB반,P9,images/P9/A3_B3_P9_2022-07-15_IR2_00120.jpg,P9/A3_B3_P9_2022-07-15_IR2_00120,IR2,P9|A3_B3_2022-07-15_IR2_,P9-C94871,MCCB MCCB 접촉부,없음,라벨 0건 클래스 확인,High,1,50,true,seed_A/seed_B
