panel,panel_id,delivered_as,image_id,camera,session,cluster_id,target_classes,reference_rgb,selection_reason,priority,panel_provisional,assignee,agreement_subset,overlap,annotator_pair
P1-TR반,P1,images/P1/A2_B1_P1_2022-07-11_IR2_6_00194.jpg,P1/A2_B1_P1_2022-07-11_IR2_6_00194,IR2,P1|A2_B1_2022-07-11_IR2_6,P1-C24504,철심부 에폭시 표면 몰드변압기 접촉부 소음기부착형 전력퓨즈,없음,반·촬영조건 대표,Medium,0,김주형,0,false,
P1-TR반,P1,images/P1/A2_B1_P1_2022-07-11_IR2_7_00238.jpg,P1/A2_B1_P1_2022-07-11_IR2_7_00238,IR2,P1|A2_B1_2022-07-11_IR2_7,P1-C25645,철심부 에폭시 표면 몰드변압기 접촉부 소음기부착형 전력퓨즈,없음,반·촬영조건 대표,Medium,0,김주형,0,false,
P1-TR반,P1,images/P1/A2_B1_P1_2022-07-11_IR3_00001.jpg,P1/A2_B1_P1_2022-07-11_IR3_00001,IR3,P1|A2_B1_2022-07-11_IR3_,P1-C27039,철심부 에폭시 표면 몰드변압기 접촉부 소음기부착형 전력퓨즈,없음,반·촬영조건 대표,Medium,0,김주형,0,false,
P1-TR반,P1,images/P1/A2_B1_P1_2022-07-11_IR3_09952.jpg,P1/A2_B1_P1_2022-07-11_IR3_09952,IR3,P1|A2_B1_2022-07-11_IR3_,P1-C32507,철심부 에폭시 표면 몰드변압기 접촉부 소음기부착형 전력퓨즈,없음,반·촬영조건 대표,Medium,0,김주형,50,true,김주형/검증자_미정
P1-TR반,P1,images/P1/A2_B1_P1_2022-07-11_IR3_00894.jpg,P1/A2_B1_P1_2022-07-11_IR3_00894,IR3,P1|A2_B1_2022-07-11_IR3_,P1-C27584,철심부 에폭시 표면 몰드변압기 접촉부 소음기부착형 전력퓨즈,없음,반·촬영조건 대표,Medium,0,김주형,0,false,
P1-TR반,P1,images/P1/A2_B1_P1_2022-07-11_IR3_09270.jpg,P1/A2_B1_P1_2022-07-11_IR3_09270,IR3,P1|A2_B1_2022-07-11_IR3_,P1-C32120,철심부 에폭시 표면 몰드변압기 접촉부 소음기부착형 전력퓨즈,없음,반·촬영조건 대표,Medium,0,김주형,0,false,
P1-TR반,P1,images/P1/A3_B1_P1_2022-07-01_IR3_00005.jpg,P1/A3_B1_P1_2022-07-01_IR3_00005,IR3,P1|A3_B1_2022-07-01_IR3_,P1-C33071,철심부 에폭시 표면 몰드변압기 접촉부 소음기부착형 전력퓨즈,없음,반·촬영조건 대표,Medium,0,김주형,0,false,
P1-TR반,P1,images/P1/A3_B2_P1_2022-07-15_IR2_00115.jpg,P1/A3_B2_P1_2022-07-15_IR2_00115,IR2,P1|A3_B2_2022-07-15_IR2_,P1-C34376,철심부 에폭시 표면 몰드변압기 접촉부 소음기부착형 전력퓨즈,없음,반·촬영조건 대표,Medium,0,김주형,0,false,
P1-TR반,P1,images/P1/A3_B2_P1_2022-07-15_IR3_00005.jpg,P1/A3_B2_P1_2022-07-15_IR3_00005,IR3,P1|A3_B2_2022-07-15_IR3_,P1-C36249,철심부 에폭시 표면 몰드변압기 접촉부 소음기부착형 전력퓨즈,없음,반·촬영조건 대표,Medium,0,김주형,0,false,
P1-TR반,P1,images/P1/A3_B3_P1_2022-07-15_IR2_00265.jpg,P1/A3_B3_P1_2022-07-15_IR2_00265,IR2,P1|A3_B3_2022-07-15_IR2_,P1-C38110,철심부 에폭시 표면 몰드변압기 접촉부 소음기부착형 전력퓨즈,없음,반·촬영조건 대표,Medium,0,김주형,0,false,
P1-TR반,P1,images/P1/A3_B3_P1_2022-07-15_IR3_00066.jpg,P1/A3_B3_P1_2022-07-15_IR3_00066,IR3,P1|A3_B3_2022-07-15_IR3_,P1-C40409,철심부 에폭시 표면 몰드변압기 접촉부 소음기부착형 전력퓨즈,없음,반·촬영조건 대표,Medium,0,김주형,0,false,
P1-TR반,P1,images/P1/A3_B3_P1_2022-07-15_IR3_00679.jpg,P1/A3_B3_P1_2022-07-15_IR3_00679,IR3,P1|A3_B3_2022-07-15_IR3_,P1-C40755,철심부 에폭시 표면 몰드변압기 접촉부 소음기부착형 전력퓨즈,없음,반·촬영조건 대표,Medium,0,김주형,50,true,김주형/검증자_미정
P1-TR반,P1,images/P1/A3_B4_P1_2022-07-15_IR2_00213.jpg,P1/A3_B4_P1_2022-07-15_IR2_00213,IR2,P1|A3_B4_2022-07-15_IR2_,P1-C42959,철심부 에폭시 표면 몰드변압기 접촉부 소음기부착형 전력퓨즈,없음,반·촬영조건 대표,Medium,0,김주형,0,false,
P1-TR반,P1,images/P1/A3_B4_P1_2022-07-15_IR3_00007.jpg,P1/A3_B4_P1_2022-07-15_IR3_00007,IR3,P1|A3_B4_2022-07-15_IR3_,P1-C501,철심부 에폭시 표면 몰드변압기 접촉부 소음기부착형 전력퓨즈,없음,반·촬영조건 대표,Medium,0,김주형,0,false,
P1-TR반,P1,images/P1/A3_B4_P1_2022-07-15_IR3_01976.jpg,P1/A3_B4_P1_2022-07-15_IR3_01976,IR3,P1|A3_B4_2022-07-15_IR3_,P1-C1698,철심부 에폭시 표면 몰드변압기 접촉부 소음기부착형 전력퓨즈,없음,반·촬영조건 대표,Medium,0,김주형,0,false,
P1-TR반,P1,images/P1/A3_B5_P1_2022-07-01_IR3_00003.jpg,P1/A3_B5_P1_2022-07-01_IR3_00003,IR3,P1|A3_B5_2022-07-01_IR3_,P1-C2683,철심부 에폭시 표면 몰드변압기 접촉부 소음기부착형 전력퓨즈,없음,반·촬영조건 대표,Medium,0,김주형,0,false,
P1-TR반,P1,images/P1/A3_B5_P1_2022-07-01_IR3_02687.jpg,P1/A3_B5_P1_2022-07-01_IR3_02687,IR3,P1|A3_B5_2022-07-01_IR3_,P1-C4122,철심부 에폭시 표면 몰드변압기 접촉부 소음기부착형 전력퓨즈,없음,반·촬영조건 대표,Medium,0,김주형,0,false,
P10-ACB&MCCB반,P10,images/P10/A1_B1_P10_2022-05-12_IR1_00002.jpg,P10/A1_B1_P10_2022-05-12_IR1_00002,IR1,P10|A1_B1_2022-05-12_IR1_,P10-C98352,콘덴서 MCCB MCCB 접촉부 ACB 접촉부,reference_rgb/P10/A1_B1_P10_2022-05-12_IR1_00002_rgb.jpg,라벨 0건 클래스 확인,High,0,김주형,50,true,김주형/검증자_미정
P10-ACB&MCCB반,P10,images/P10/A1_B1_P10_2022-07-19_IR2_00034.jpg,P10/A1_B1_P10_2022-07-19_IR2_00034,IR2,P10|A1_B1_2022-07-19_IR2_,P10-C98426,콘덴서 MCCB MCCB 접촉부 ACB 접촉부,없음,라벨 0건 클래스 확인,High,0,김주형,0,false,
P10-ACB&MCCB반,P10,images/P10/A1_B1_P10_2022-07-19_IR2_00299.jpg,P10/A1_B1_P10_2022-07-19_IR2_00299,IR2,P10|A1_B1_2022-07-19_IR2_,P10-C98532,콘덴서 MCCB MCCB 접촉부 ACB 접촉부,없음,라벨 0건 클래스 확인,High,0,김주형,0,false,
P10-ACB&MCCB반,P10,images/P10/A1_B1_P10_2022-07-19_IR2_01587.jpg,P10/A1_B1_P10_2022-07-19_IR2_01587,IR2,P10|A1_B1_2022-07-19_IR2_,P10-C99176,콘덴서 MCCB MCCB 접촉부 ACB 접촉부,없음,라벨 0건 클래스 확인,High,0,김주형,0,false,
P10-ACB&MCCB반,P10,images/P10/A1_B1_P10_2022-07-19_IR3_00001.jpg,P10/A1_B1_P10_2022-07-19_IR3_00001,IR3,P10|A1_B1_2022-07-19_IR3_,P10-C99410,콘덴서 MCCB MCCB 접촉부 ACB 접촉부,없음,라벨 0건 클래스 확인,High,0,김주형,0,false,
P10-ACB&MCCB반,P10,images/P10/A1_B1_P10_2022-07-19_IR3_00891.jpg,P10/A1_B1_P10_2022-07-19_IR3_00891,IR3,P10|A1_B1_2022-07-19_IR3_,P10-C99751,콘덴서 MCCB MCCB 접촉부 ACB 접촉부,없음,라벨 0건 클래스 확인,High,0,김주형,50,true,김주형/검증자_미정
P10-ACB&MCCB반,P10,images/P10/A1_B1_P10_2022-07-19_IR3_00225.jpg,P10/A1_B1_P10_2022-07-19_IR3_00225,IR3,P10|A1_B1_2022-07-19_IR3_,P10-C99473,콘덴서 MCCB MCCB 접촉부 ACB 접촉부,없음,라벨 0건 클래스 확인,High,0,김주형,0,false,
P10-ACB&MCCB반,P10,images/P10/A1_B1_P10_2022-07-25_IR2_00001.jpg,P10/A1_B1_P10_2022-07-25_IR2_00001,IR2,P10|A1_B1_2022-07-25_IR2_,P10-C100163,콘덴서 MCCB MCCB 접촉부 ACB 접촉부,없음,라벨 0건 클래스 확인,High,0,김주형,0,false,
P10-ACB&MCCB반,P10,images/P10/A1_B1_P10_2022-07-27_IR2_00004.jpg,P10/A1_B1_P10_2022-07-27_IR2_00004,IR2,P10|A1_B1_2022-07-27_IR2_,P10-C100601,콘덴서 MCCB MCCB 접촉부 ACB 접촉부,없음,라벨 0건 클래스 확인,High,0,김주형,0,false,
P10-ACB&MCCB반,P10,images/P10/A1_B3_P10_2022-07-19_IR2_00192.jpg,P10/A1_B3_P10_2022-07-19_IR2_00192,IR2,P10|A1_B3_2022-07-19_IR2_,P10-C100965,콘덴서 MCCB MCCB 접촉부 ACB 접촉부,없음,라벨 0건 클래스 확인,High,0,김주형,0,false,
P10-ACB&MCCB반,P10,images/P10/A1_B3_P10_2022-07-19_IR2_02706.jpg,P10/A1_B3_P10_2022-07-19_IR2_02706,IR2,P10|A1_B3_2022-07-19_IR2_,P10-C101700,콘덴서 MCCB MCCB 접촉부 ACB 접촉부,없음,라벨 0건 클래스 확인,High,0,김주형,0,false,
P10-ACB&MCCB반,P10,images/P10/A1_B3_P10_2022-07-19_IR2_00248.jpg,P10/A1_B3_P10_2022-07-19_IR2_00248,IR2,P10|A1_B3_2022-07-19_IR2_,P10-C100985,콘덴서 MCCB MCCB 접촉부 ACB 접촉부,없음,라벨 0건 클래스 확인,High,0,김주형,0,false,
P10-ACB&MCCB반,P10,images/P10/A2_B1_P10_2022-07-11_IR2_1_00140.jpg,P10/A2_B1_P10_2022-07-11_IR2_1_00140,IR2,P10|A2_B1_2022-07-11_IR2_1,P10-C101902,콘덴서 MCCB MCCB 접촉부 ACB 접촉부,없음,라벨 0건 클래스 확인,High,0,김주형,50,true,김주형/검증자_미정
P10-ACB&MCCB반,P10,images/P10/A2_B1_P10_2022-07-11_IR2_2_00129.jpg,P10/A2_B1_P10_2022-07-11_IR2_2_00129,IR2,P10|A2_B1_2022-07-11_IR2_2,P10-C102115,콘덴서 MCCB MCCB 접촉부 ACB 접촉부,없음,라벨 0건 클래스 확인,High,0,김주형,0,false,
P10-ACB&MCCB반,P10,images/P10/A2_B1_P10_2022-07-11_IR2_3_00353.jpg,P10/A2_B1_P10_2022-07-11_IR2_3_00353,IR2,P10|A2_B1_2022-07-11_IR2_3,P10-C102492,콘덴서 MCCB MCCB 접촉부 ACB 접촉부,없음,라벨 0건 클래스 확인,High,0,김주형,0,false,
P10-ACB&MCCB반,P10,images/P10/A2_B1_P10_2022-07-11_IR2_4_00247.jpg,P10/A2_B1_P10_2022-07-11_IR2_4_00247,IR2,P10|A2_B1_2022-07-11_IR2_4,P10-C102812,콘덴서 MCCB MCCB 접촉부 ACB 접촉부,없음,라벨 0건 클래스 확인,High,0,김주형,0,false,
P10-ACB&MCCB반,P10,images/P10/A2_B1_P10_2022-07-11_IR2_5_00332.jpg,P10/A2_B1_P10_2022-07-11_IR2_5_00332,IR2,P10|A2_B1_2022-07-11_IR2_5,P10-C103323,콘덴서 MCCB MCCB 접촉부 ACB 접촉부,없음,라벨 0건 클래스 확인,High,0,김주형,0,false,
P10-ACB&MCCB반,P10,images/P10/A2_B1_P10_2022-07-11_IR3_00023.jpg,P10/A2_B1_P10_2022-07-11_IR3_00023,IR3,P10|A2_B1_2022-07-11_IR3_,P10-C103818,콘덴서 MCCB MCCB 접촉부 ACB 접촉부,없음,라벨 0건 클래스 확인,High,0,김주형,0,false,
P10-ACB&MCCB반,P10,images/P10/A2_B1_P10_2022-07-11_IR3_01689.jpg,P10/A2_B1_P10_2022-07-11_IR3_01689,IR3,P10|A2_B1_2022-07-11_IR3_,P10-C104755,콘덴서 MCCB MCCB 접촉부 ACB 접촉부,없음,라벨 0건 클래스 확인,High,0,김주형,0,false,
P10-ACB&MCCB반,P10,images/P10/A2_B1_P10_2022-07-11_IR3_02694.jpg,P10/A2_B1_P10_2022-07-11_IR3_02694,IR3,P10|A2_B1_2022-07-11_IR3_,P10-C105118,콘덴서 MCCB MCCB 접촉부 ACB 접촉부,없음,라벨 0건 클래스 확인,High,0,김주형,0,false,
P10-ACB&MCCB반,P10,images/P10/A2_B1_P10_2022-07-11_IR3_01621.jpg,P10/A2_B1_P10_2022-07-11_IR3_01621,IR3,P10|A2_B1_2022-07-11_IR3_,P10-C104746,콘덴서 MCCB MCCB 접촉부 ACB 접촉부,없음,라벨 0건 클래스 확인,High,0,김주형,50,true,김주형/검증자_미정
P10-ACB&MCCB반,P10,images/P10/A2_B1_P10_2022-07-11_IR3_01695.jpg,P10/A2_B1_P10_2022-07-11_IR3_01695,IR3,P10|A2_B1_2022-07-11_IR3_,P10-C104761,콘덴서 MCCB MCCB 접촉부 ACB 접촉부,없음,라벨 0건 클래스 확인,High,0,김주형,0,false,
P10-ACB&MCCB반,P10,images/P10/A2_B1_P10_2022-07-11_IR3_02695.jpg,P10/A2_B1_P10_2022-07-11_IR3_02695,IR3,P10|A2_B1_2022-07-11_IR3_,P10-C105119,콘덴서 MCCB MCCB 접촉부 ACB 접촉부,없음,라벨 0건 클래스 확인,High,0,김주형,0,false,
P10-ACB&MCCB반,P10,images/P10/A2_B1_P10_2022-07-11_IR3_02698.jpg,P10/A2_B1_P10_2022-07-11_IR3_02698,IR3,P10|A2_B1_2022-07-11_IR3_,P10-C105121,콘덴서 MCCB MCCB 접촉부 ACB 접촉부,없음,라벨 0건 클래스 확인,High,0,김주형,0,false,
P10-ACB&MCCB반,P10,images/P10/A2_B1_P10_2022-07-11_IR3_02823.jpg,P10/A2_B1_P10_2022-07-11_IR3_02823,IR3,P10|A2_B1_2022-07-11_IR3_,P10-C105195,콘덴서 MCCB MCCB 접촉부 ACB 접촉부,없음,라벨 0건 클래스 확인,High,0,김주형,50,true,김주형/검증자_미정
P10-ACB&MCCB반,P10,images/P10/A3_B2_P10_2022-07-15_IR2_00174.jpg,P10/A3_B2_P10_2022-07-15_IR2_00174,IR2,P10|A3_B2_2022-07-15_IR2_,P10-C105227,콘덴서 MCCB MCCB 접촉부 ACB 접촉부,없음,라벨 0건 클래스 확인,High,0,김주형,0,false,
P10-ACB&MCCB반,P10,images/P10/A3_B2_P10_2022-07-15_IR2_02392.jpg,P10/A3_B2_P10_2022-07-15_IR2_02392,IR2,P10|A3_B2_2022-07-15_IR2_,P10-C105779,콘덴서 MCCB MCCB 접촉부 ACB 접촉부,없음,라벨 0건 클래스 확인,High,0,김주형,0,false,
P10-ACB&MCCB반,P10,images/P10/A3_B2_P10_2022-07-15_IR3_00004.jpg,P10/A3_B2_P10_2022-07-15_IR3_00004,IR3,P10|A3_B2_2022-07-15_IR3_,P10-C105888,콘덴서 MCCB MCCB 접촉부 ACB 접촉부,없음,라벨 0건 클래스 확인,High,0,김주형,0,false,
P10-ACB&MCCB반,P10,images/P10/A3_B2_P10_2022-07-15_IR3_00685.jpg,P10/A3_B2_P10_2022-07-15_IR3_00685,IR3,P10|A3_B2_2022-07-15_IR3_,P10-C106256,콘덴서 MCCB MCCB 접촉부 ACB 접촉부,없음,라벨 0건 클래스 확인,High,0,김주형,0,false,
P10-ACB&MCCB반,P10,images/P10/A3_B2_P10_2022-07-15_IR3_00800.jpg,P10/A3_B2_P10_2022-07-15_IR3_00800,IR3,P10|A3_B2_2022-07-15_IR3_,P10-C106320,콘덴서 MCCB MCCB 접촉부 ACB 접촉부,없음,라벨 0건 클래스 확인,High,0,김주형,0,false,
P2-LBS&LA반,P2,images/P2/A1_B1_P2_2022-05-12_IR1_00001.jpg,P2/A1_B1_P2_2022-05-12_IR1_00001,IR1,P2|A1_B1_2022-05-12_IR1_,P2-C45721,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,reference_rgb/P2/A1_B1_P2_2022-05-12_IR1_00001_rgb.jpg,라벨 0건 클래스 확인,High,0,김주형,50,true,김주형/검증자_미정
P2-LBS&LA반,P2,images/P2/A1_B1_P2_2022-05-12_IR1_00040.jpg,P2/A1_B1_P2_2022-05-12_IR1_00040,IR1,P2|A1_B1_2022-05-12_IR1_,P2-C45758,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,reference_rgb/P2/A1_B1_P2_2022-05-12_IR1_00040_rgb.jpg,라벨 0건 클래스 확인,High,0,김주형,0,false,
P2-LBS&LA반,P2,images/P2/A1_B1_P2_2022-06-03_IR1_00002.jpg,P2/A1_B1_P2_2022-06-03_IR1_00002,IR1,P2|A1_B1_2022-06-03_IR1_,P2-C45780,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,reference_rgb/P2/A1_B1_P2_2022-06-03_IR1_00002_rgb.jpg,라벨 0건 클래스 확인,High,0,김주형,0,false,
P2-LBS&LA반,P2,images/P2/A1_B1_P2_2022-06-17_IR1_00002.jpg,P2/A1_B1_P2_2022-06-17_IR1_00002,IR1,P2|A1_B1_2022-06-17_IR1_,P2-C45818,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,reference_rgb/P2/A1_B1_P2_2022-06-17_IR1_00002_rgb.jpg,라벨 0건 클래스 확인,High,0,김주형,0,false,
P2-LBS&LA반,P2,images/P2/A1_B1_P2_2022-07-19_IR2_00007.jpg,P2/A1_B1_P2_2022-07-19_IR2_00007,IR2,P2|A1_B1_2022-07-19_IR2_,P2-C45851,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,없음,라벨 0건 클래스 확인,High,0,김주형,0,false,
P2-LBS&LA반,P2,images/P2/A1_B1_P2_2022-07-19_IR2_00630.jpg,P2/A1_B1_P2_2022-07-19_IR2_00630,IR2,P2|A1_B1_2022-07-19_IR2_,P2-C46071,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,없음,라벨 0건 클래스 확인,High,0,김주형,0,false,
P2-LBS&LA반,P2,images/P2/A1_B1_P2_2022-07-19_IR2_01649.jpg,P2/A1_B1_P2_2022-07-19_IR2_01649,IR2,P2|A1_B1_2022-07-19_IR2_,P2-C46440,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,없음,라벨 0건 클래스 확인,High,0,김주형,50,true,김주형/검증자_미정
P2-LBS&LA반,P2,images/P2/A1_B1_P2_2022-07-19_IR2_00400.jpg,P2/A1_B1_P2_2022-07-19_IR2_00400,IR2,P2|A1_B1_2022-07-19_IR2_,P2-C45994,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,없음,라벨 0건 클래스 확인,High,0,김주형,0,false,
P2-LBS&LA반,P2,images/P2/A1_B1_P2_2022-07-19_IR2_00946.jpg,P2/A1_B1_P2_2022-07-19_IR2_00946,IR2,P2|A1_B1_2022-07-19_IR2_,P2-C46180,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,없음,라벨 0건 클래스 확인,High,0,김주형,0,false,
P2-LBS&LA반,P2,images/P2/A1_B1_P2_2022-07-19_IR2_00597.jpg,P2/A1_B1_P2_2022-07-19_IR2_00597,IR2,P2|A1_B1_2022-07-19_IR2_,P2-C46067,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,없음,라벨 0건 클래스 확인,High,0,김주형,0,false,
P2-LBS&LA반,P2,images/P2/A1_B1_P2_2022-07-19_IR2_00928.jpg,P2/A1_B1_P2_2022-07-19_IR2_00928,IR2,P2|A1_B1_2022-07-19_IR2_,P2-C46172,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,없음,라벨 0건 클래스 확인,High,0,김주형,0,false,
P2-LBS&LA반,P2,images/P2/A1_B1_P2_2022-07-19_IR2_00959.jpg,P2/A1_B1_P2_2022-07-19_IR2_00959,IR2,P2|A1_B1_2022-07-19_IR2_,P2-C46186,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,없음,라벨 0건 클래스 확인,High,0,김주형,0,false,
P2-LBS&LA반,P2,images/P2/A1_B1_P2_2022-07-19_IR2_00638.jpg,P2/A1_B1_P2_2022-07-19_IR2_00638,IR2,P2|A1_B1_2022-07-19_IR2_,P2-C46074,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,없음,라벨 0건 클래스 확인,High,0,김주형,0,false,
P2-LBS&LA반,P2,images/P2/A1_B1_P2_2022-07-19_IR3_00022.jpg,P2/A1_B1_P2_2022-07-19_IR3_00022,IR3,P2|A1_B1_2022-07-19_IR3_,P2-C46492,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,없음,라벨 0건 클래스 확인,High,0,김주형,0,false,
P2-LBS&LA반,P2,images/P2/A1_B1_P2_2022-07-19_IR3_02027.jpg,P2/A1_B1_P2_2022-07-19_IR3_02027,IR3,P2|A1_B1_2022-07-19_IR3_,P2-C47449,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,없음,라벨 0건 클래스 확인,High,0,김주형,0,false,
P2-LBS&LA반,P2,images/P2/A1_B1_P2_2022-07-19_IR3_00144.jpg,P2/A1_B1_P2_2022-07-19_IR3_00144,IR3,P2|A1_B1_2022-07-19_IR3_,P2-C46527,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,없음,라벨 0건 클래스 확인,High,0,김주형,0,false,
P2-LBS&LA반,P2,images/P2/A1_B1_P2_2022-07-19_IR3_02731.jpg,P2/A1_B1_P2_2022-07-19_IR3_02731,IR3,P2|A1_B1_2022-07-19_IR3_,P2-C47777,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,없음,라벨 0건 클래스 확인,High,0,김주형,0,false,
P2-LBS&LA반,P2,images/P2/A1_B1_P2_2022-07-19_IR3_02569.jpg,P2/A1_B1_P2_2022-07-19_IR3_02569,IR3,P2|A1_B1_2022-07-19_IR3_,P2-C47682,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,없음,라벨 0건 클래스 확인,High,0,김주형,0,false,
